%	Date:	2016-12-09	Time:	15:39:35
%	Sampling frequency		[Hz]:	50000
%	Generator amplitude		[V]:	1.0000
%	Settle time		[s]:	0.025000
%	Settle cycles:			5
%	Integration time		[s]:	0.025000
%	Integration cycles:			5
% Freq.	Amplitude	Phase	THD	HD 2	HD 3	HD 4	HD 5
% [Hz]	[dB]	[deg]	[dB]	[dB ref fund]	[dB ref fund]	[dB ref fund]	[dB ref fund]
7.5646E+1	1.3377E+1	-4.7427E+1	-9.3077E+1	-9.3850E+1	-1.0112E+2	-1.1553E+2	-1.2599E+2
8.1113E+1	1.2969E+1	-4.7780E+1	-9.6230E+1	-9.8163E+1	-1.0096E+2	-1.1598E+2	-1.1534E+2
8.6975E+1	1.2561E+1	-4.8040E+1	-9.5355E+1	-9.6390E+1	-1.0287E+2	-1.1455E+2	-1.1178E+2
9.3260E+1	1.2153E+1	-4.8213E+1	-9.2269E+1	-9.2773E+1	-1.0520E+2	-1.0573E+2	-1.1094E+2
1.0000E+2	1.1748E+1	-4.8303E+1	-9.6580E+1	-9.7830E+1	-1.0381E+2	-1.1072E+2	-1.1308E+2
1.0723E+2	1.1345E+1	-4.8315E+1	-9.0089E+1	-9.0276E+1	-1.0851E+2	-1.0756E+2	-1.1013E+2
1.1498E+2	1.0946E+1	-4.8255E+1	-9.6979E+1	-1.0076E+2	-1.0000E+2	-1.0955E+2	-1.1266E+2
1.2328E+2	1.0551E+1	-4.8128E+1	-9.1169E+1	-9.1684E+1	-1.0438E+2	-1.1046E+2	-1.0398E+2
1.3219E+2	1.0160E+1	-4.7938E+1	-9.5496E+1	-9.7387E+1	-1.0036E+2	-1.2011E+2	-1.1183E+2
1.4175E+2	9.7740E+0	-4.7692E+1	-9.2016E+1	-9.2351E+1	-1.0467E+2	-1.1323E+2	-1.1108E+2
1.5199E+2	9.3928E+0	-4.7391E+1	-9.0818E+1	-9.1144E+1	-1.0635E+2	-1.0443E+2	-1.2194E+2
1.6298E+2	9.0167E+0	-4.7041E+1	-9.2677E+1	-9.4015E+1	-9.8901E+1	-1.1523E+2	-1.0946E+2
1.7475E+2	8.6459E+0	-4.6643E+1	-8.8228E+1	-8.8737E+1	-9.9368E+1	-1.0297E+2	-1.2508E+2
1.8738E+2	8.2804E+0	-4.6200E+1	-9.1798E+1	-9.3920E+1	-9.6837E+1	-1.1408E+2	-1.0352E+2
2.0092E+2	7.9203E+0	-4.5715E+1	-9.4297E+1	-9.9664E+1	-9.5943E+1	-1.1517E+2	-1.1206E+2
2.1544E+2	7.5658E+0	-4.5189E+1	-9.4304E+1	-1.0082E+2	-9.7177E+1	-1.0115E+2	-1.0695E+2
2.3101E+2	7.2170E+0	-4.4623E+1	-8.8321E+1	-9.0000E+1	-9.4579E+1	-1.0081E+2	-1.0393E+2
2.4771E+2	6.8743E+0	-4.4019E+1	-9.1992E+1	-9.5407E+1	-9.5127E+1	-1.0968E+2	-1.0579E+2
2.6561E+2	6.5376E+0	-4.3380E+1	-8.9415E+1	-9.1220E+1	-9.6366E+1	-9.9124E+1	-1.0444E+2
2.8480E+2	6.2073E+0	-4.2706E+1	-9.4069E+1	-9.6850E+1	-1.0102E+2	-1.0363E+2	-1.0202E+2
3.0539E+2	5.8833E+0	-4.1998E+1	-9.2573E+1	-9.6106E+1	-9.5461E+1	-1.1351E+2	-1.0721E+2
3.2745E+2	5.5659E+0	-4.1259E+1	-9.3919E+1	-9.6617E+1	-9.7429E+1	-1.1194E+2	-1.2316E+2
3.5112E+2	5.2553E+0	-4.0490E+1	-9.3919E+1	-1.0221E+2	-9.5768E+1	-1.0293E+2	-1.0528E+2
3.7649E+2	4.9514E+0	-3.9692E+1	-9.5923E+1	-9.8809E+1	-9.9747E+1	-1.1442E+2	-1.0838E+2
4.0370E+2	4.6542E+0	-3.8866E+1	-9.1818E+1	-9.8108E+1	-9.3395E+1	-1.0769E+2	-1.0543E+2
4.3288E+2	4.3640E+0	-3.8011E+1	-9.4262E+1	-1.0154E+2	-9.6297E+1	-1.0633E+2	-1.0330E+2
4.6416E+2	4.0810E+0	-3.7129E+1	-9.3000E+1	-1.0019E+2	-9.5632E+1	-1.0192E+2	-1.0167E+2
4.9770E+2	3.8052E+0	-3.6219E+1	-9.1386E+1	-1.0710E+2	-9.2148E+1	-1.0134E+2	-1.0616E+2
5.3367E+2	3.5370E+0	-3.5282E+1	-9.1715E+1	-9.9198E+1	-9.5344E+1	-1.0226E+2	-9.6949E+1
5.7224E+2	3.2768E+0	-3.4315E+1	-9.3189E+1	-9.8019E+1	-9.8964E+1	-1.0112E+2	-9.9286E+1
6.1359E+2	3.0248E+0	-3.3322E+1	-9.6251E+1	-1.1106E+2	-9.7026E+1	-1.0950E+2	-1.0705E+2
6.5793E+2	2.7818E+0	-3.2302E+1	-9.0417E+1	-1.0082E+2	-9.1828E+1	-9.8503E+1	-1.0553E+2
7.0548E+2	2.5481E+0	-3.1256E+1	-8.9137E+1	-1.0608E+2	-8.9528E+1	-1.0446E+2	-1.0351E+2
7.5646E+2	2.3242E+0	-3.0187E+1	-9.2148E+1	-1.0545E+2	-9.4158E+1	-9.9627E+1	-1.0053E+2
8.1113E+2	2.1109E+0	-2.9098E+1	-9.5106E+1	-1.0244E+2	-9.6720E+1	-1.1222E+2	-1.0484E+2
8.6975E+2	1.9086E+0	-2.7992E+1	-9.2949E+1	-1.0653E+2	-9.3454E+1	-1.0520E+2	-1.1495E+2
9.3260E+2	1.7176E+0	-2.6874E+1	-9.3036E+1	-1.0951E+2	-9.3378E+1	-1.0640E+2	-1.1456E+2
1.0000E+3	1.5382E+0	-2.5750E+1	-9.3516E+1	-1.0431E+2	-9.9099E+1	-1.0096E+2	-9.6887E+1
1.0723E+3	1.3706E+0	-2.4623E+1	-9.1659E+1	-9.5779E+1	-9.5589E+1	-1.0702E+2	-9.9131E+1
1.1498E+3	1.2150E+0	-2.3500E+1	-9.4256E+1	-1.0955E+2	-9.5400E+1	-1.0254E+2	-1.0696E+2
1.2328E+3	1.0711E+0	-2.2388E+1	-9.3374E+1	-1.0580E+2	-9.4117E+1	-1.0542E+2	-1.0762E+2
1.3219E+3	9.3884E-1	-2.1290E+1	-9.2031E+1	-9.8241E+1	-9.4137E+1	-1.0110E+2	-1.0883E+2
1.4175E+3	8.1780E-1	-2.0211E+1	-9.1647E+1	-1.0043E+2	-9.3258E+1	-1.0521E+2	-1.0038E+2
1.5199E+3	7.0741E-1	-1.9158E+1	-8.8727E+1	-9.6625E+1	-8.9919E+1	-1.0122E+2	-1.0540E+2
1.6298E+3	6.0739E-1	-1.8134E+1	-9.2601E+1	-1.0176E+2	-9.3285E+1	-1.1156E+2	-1.1193E+2
1.7475E+3	5.1704E-1	-1.7142E+1	-9.4204E+1	-1.0923E+2	-9.5389E+1	-1.0991E+2	-1.0164E+2
1.8738E+3	4.3572E-1	-1.6185E+1	-9.2421E+1	-1.0189E+2	-9.4606E+1	-1.0152E+2	-1.0040E+2
2.0092E+3	3.6272E-1	-1.5265E+1	-9.4586E+1	-1.0320E+2	-9.6342E+1	-1.0204E+2	-1.1268E+2
2.1544E+3	2.9744E-1	-1.4384E+1	-9.2234E+1	-9.5665E+1	-9.5734E+1	-1.1700E+2	-1.0240E+2
2.3101E+3	2.3928E-1	-1.3544E+1	-9.0587E+1	-9.5715E+1	-9.5172E+1	-1.0093E+2	-9.6562E+1
2.4771E+3	1.8776E-1	-1.2744E+1	-9.3222E+1	-9.5296E+1	-1.0039E+2	-1.0923E+2	-1.0110E+2
2.6561E+3	1.4181E-1	-1.1984E+1	-9.1675E+1	-1.0835E+2	-9.2614E+1	-9.9847E+1	-1.0850E+2
2.8480E+3	1.0124E-1	-1.1265E+1	-9.0388E+1	-1.0280E+2	-9.2995E+1	-1.0807E+2	-9.4627E+1
3.0539E+3	6.5413E-2	-1.0586E+1	-9.0691E+1	-1.0723E+2	-9.1407E+1	-1.0277E+2	-1.0237E+2
3.2745E+3	3.3699E-2	-9.9454E+0	-9.2767E+1	-1.1034E+2	-9.6033E+1	-9.7813E+1	-9.9798E+1
3.5112E+3	5.8782E-3	-9.3435E+0	-9.3479E+1	-9.7657E+1	-9.6298E+1	-1.0621E+2	-1.0724E+2
3.7649E+3	-1.8637E-2	-8.7782E+0	-9.1804E+1	-1.0531E+2	-9.3331E+1	-1.0411E+2	-9.8950E+1
4.0370E+3	-4.0322E-2	-8.2484E+0	-9.3602E+1	-9.9829E+1	-1.0087E+2	-9.7971E+1	-1.0041E+2
4.3288E+3	-5.9070E-2	-7.7520E+0	-9.5908E+1	-1.0842E+2	-9.7222E+1	-1.0408E+2	-1.0870E+2
4.6416E+3	-7.5769E-2	-7.2898E+0	-9.1564E+1	-9.9289E+1	-9.3079E+1	-1.0329E+2	-1.0389E+2
4.9770E+3	-9.0324E-2	-6.8579E+0	-9.3615E+1	-1.0641E+2	-9.6636E+1	-1.0004E+2	-1.0017E+2
5.3367E+3	-1.0312E-1	-6.4568E+0	-9.4012E+1	-1.0410E+2	-9.8002E+1	-9.6997E+1	NaN
5.7224E+3	-1.1418E-1	-6.0836E+0	-9.1741E+1	-9.8607E+1	-9.3506E+1	-1.0066E+2	NaN
6.1359E+3	-1.2407E-1	-5.7375E+0	-9.0816E+1	-9.7051E+1	-9.2312E+1	-1.0354E+2	NaN
6.5793E+3	-1.3251E-1	-5.4179E+0	-9.4882E+1	-1.0161E+2	-9.5920E+1	NaN	NaN
7.0548E+3	-1.3995E-1	-5.1225E+0	-9.2218E+1	-1.0597E+2	-9.2405E+1	NaN	NaN
7.5646E+3	-1.4632E-1	-4.8512E+0	-9.0177E+1	-1.0526E+2	-9.0314E+1	NaN	NaN
8.1113E+3	-1.5202E-1	-4.6018E+0	-9.3333E+1	-9.8379E+1	-9.4963E+1	NaN	NaN
8.6975E+3	-1.5685E-1	-4.3747E+0	-9.5703E+1	-9.5703E+1	NaN	NaN	NaN
9.3260E+3	-1.6095E-1	-4.1671E+0	-9.7866E+1	-9.7866E+1	NaN	NaN	NaN
1.0000E+4	-1.6463E-1	-3.9791E+0	-9.6157E+1	-9.6157E+1	NaN	NaN	NaN
