Freq.	V(Gain2.62)	V(Gain5.24)	V(Gain10.48)	V(20.96)	V(-2.62)	V(-5.24)	V(-10.48)
4.36515832240165e+000	(2.72769809619852e+000dB,1.79307912760926e+002°)	(5.42036848356365e+000dB,1.78398117793668e+002°)	(1.03922336247866e+001dB,1.76989622258726e+002°)	(2.05160362794756e+001dB,1.73737323028636e+002°)	(-2.72773385048638e+000dB,-1.79308015177012e+002°)	(-5.42040697558675e+000dB,-1.78398226076953e+002°)	(-1.03922830566465e+001dB,-1.76989753788875e+002°)
4.46683592150962e+000	(2.72738467445138e+000dB,1.79291952772805e+002°)	(5.41959904193282e+000dB,1.78361214609021e+002°)	(1.03908063136816e+001dB,1.76920254028993e+002°)	(2.05126966658981e+001dB,1.73593498461486e+002°)	(-2.72742042984416e+000dB,-1.79292057573852e+002°)	(-5.41963753914474e+000dB,-1.78361325411314e+002°)	(-1.03908557672031e+001dB,-1.76920388608562e+002°)
4.57088189614874e+000	(2.72705667226323e+000dB,1.79275632422205e+002°)	(5.41879384373571e+000dB,1.78323480824696e+002°)	(1.03893126598049e+001dB,1.76849323278720e+002°)	(2.05092026942905e+001dB,1.73446468323687e+002°)	(-2.72709242881220e+000dB,-1.79275739663723e+002°)	(-5.41883234637642e+000dB,-1.78323594204444e+002°)	(-1.03893621359876e+001dB,-1.76849460977731e+002°)
4.67735141287197e+000	(2.72671342067269e+000dB,1.79258944117174e+002°)	(5.41795125204915e+000dB,1.78284899130680e+002°)	(1.03877496245963e+001dB,1.76776797356560e+002°)	(2.05055473769543e+001dB,1.73296168018762e+002°)	(-2.72674917843145e+000dB,-1.79259053855961e+002°)	(-5.41798976036950e+000dB,-1.78285015147675e+002°)	(-1.03877991244850e+001dB,-1.76776938246594e+002°)
4.78630092322637e+000	(2.72635422091688e+000dB,1.79241880144722e+002°)	(5.41706955737026e+000dB,1.78245451955132e+002°)	(1.03861140346295e+001dB,1.76702643110525e+002°)	(2.05017234237363e+001dB,1.73142532134156e+002°)	(-2.72638997994148e+000dB,-1.79241992438899e+002°)	(-5.41710807163244e+000dB,-1.78245570670542e+002°)	(-1.03861635593157e+001dB,-1.76702787264757e+002°)
4.89778819368445e+000	(2.72597834318911e+000dB,1.79224432671815e+002°)	(5.41614697462364e+000dB,1.78205121467883e+002°)	(1.03844025760367e+001dB,1.76626826893975e+002°)	(2.04977232302475e+001dB,1.72985494467739e+002°)	(-2.72601410353815e+000dB,-1.79224547580849e+002°)	(-5.41618549510167e+000dB,-1.78205242944283e+002°)	(-1.03844521266612e+001dB,-1.76626974387204e+002°)
5.01187233627271e+000	(2.72558502535295e+000dB,1.79206593746625e+002°)	(5.41518164006704e+000dB,1.78163889584634e+002°)	(1.03826117887428e+001dB,1.76549314572894e+002°)	(2.04935388657495e+001dB,1.72824988057750e+002°)	(-2.72562078708769e+000dB,-1.79206711331368e+002°)	(-5.41522016704729e+000dB,-1.78164013886037e+002°)	(-1.03826613664974e+001dB,-1.76549465481575e+002°)
5.12861383991364e+000	(2.72517347161222e+000dB,1.79188355300090e+002°)	(5.41417160809406e+000dB,1.78121737971924e+002°)	(1.03807380605062e+001dB,1.76470071534552e+002°)	(2.04891620607097e+001dB,1.72660945216404e+002°)	(-2.72520923479669e+000dB,-1.79188475622806e+002°)	(-5.41421014187577e+000dB,-1.78121865163813e+002°)	(-1.03807876666360e+001dB,-1.76470225936829e+002°)
5.24807460249771e+000	(2.72474285113596e+000dB,1.79169709147783e+002°)	(5.41311484793310e+000dB,1.78078648052908e+002°)	(1.03787776207638e+001dB,1.76389062697664e+002°)	(2.04845841940323e+001dB,1.72493297567428e+002°)	(-2.72477861583710e+000dB,-1.79169832272183e+002°)	(-5.41315338882895e+000dB,-1.78078778202269e+002°)	(-1.03788272565694e+001dB,-1.76389220673404e+002°)
5.37031796370252e+000	(2.72429229663825e+000dB,1.79150646992127e+002°)	(5.41200924024160e+000dB,1.78034601014016e+002°)	(1.03767265342793e+001dB,1.76306252524157e+002°)	(2.04797962799706e+001dB,1.72321976087754e+002°)	(-2.72432806292601e+000dB,-1.79150772983400e+002°)	(-5.41204778857824e+000dB,-1.78034734189372e+002°)	(-1.03767762011193e+001dB,-1.76306414154982e+002°)
5.49540873857623e+000	(2.72382090291216e+000dB,1.79131160424974e+002°)	(5.41085257359536e+000dB,1.77989577812558e+002°)	(1.03745806945933e+001dB,1.76221605032653e+002°)	(2.04747889547294e+001dB,1.72146911153663e+002°)	(-2.72385667085964e+000dB,-1.79131289349824e+002°)	(-5.41089112971403e+000dB,-1.77989714084002e+002°)	(-1.03746303938864e+001dB,-1.76221770401976e+002°)
5.62341325190348e+000	(2.72332772531773e+000dB,1.79111240930580e+002°)	(5.40964254087282e+000dB,1.77943559185330e+002°)	(1.03723358172750e+001dB,1.76135083813807e+002°)	(2.04695524627699e+001dB,1.71968032591629e+002°)	(-2.72336349500133e+000dB,-1.79111372857258e+002°)	(-5.40968110512996e+000dB,-1.77943698624562e+002°)	(-1.03723855505026e+001dB,-1.76135253006864e+002°)
5.75439937337156e+000	(2.72281177822385e+000dB,1.79090879889009e+002°)	(5.40837673553457e+000dB,1.77896525658306e+002°)	(1.03699874329754e+001dB,1.76046652047616e+002°)	(2.04640766428292e+001dB,1.71785269734170e+002°)	(-2.72284754972340e+000dB,-1.79091014887351e+002°)	(-5.40841530830244e+000dB,-1.77896668338665e+002°)	(-1.03700372016843e+001dB,-1.76046825151503e+002°)
5.88843655355588e+000	(2.72227203340406e+000dB,1.79070068579981e+002°)	(5.40705264779919e+000dB,1.77848457557481e+002°)	(1.03675308802841e+001dB,1.75956272522846e+002°)	(2.04583509136714e+001dB,1.71598551481007e+002°)	(-2.72230780680296e+000dB,-1.79070206721444e+002°)	(-5.40709122946651e+000dB,-1.77848603553985e+002°)	(-1.03675806860890e+001dB,-1.75956449626550e+002°)
6.02559586074356e+000	(2.72170741838651e+000dB,1.79048798187213e+002°)	(5.40566766071635e+000dB,1.77799335020951e+002°)	(1.03649612983904e+001dB,1.75863907658714e+002°)	(2.04523642595895e+001dB,1.71407806365817e+002°)	(-2.72174319377187e+000dB,-1.79048939544913e+002°)	(-5.40570625168902e+000dB,-1.77799484410333e+002°)	(-1.03650111429768e+001dB,-1.75864088853152e+002°)
6.16595001861481e+000	(2.72111681475855e+000dB,1.79027059803277e+002°)	(5.40421904613946e+000dB,1.77749138012302e+002°)	(1.03622736195536e+001dB,1.75769519528981e+002°)	(2.04461052156802e+001dB,1.71212962628932e+002°)	(-2.72115259222139e+000dB,-1.79027204452024e+002°)	(-5.40425764684126e+000dB,-1.77749290873046e+002°)	(-1.03623235046803e+001dB,-1.75769704907032e+002°)
6.30957344480192e+000	(2.72049905642664e+000dB,1.79004844435011e+002°)	(5.40270396060023e+000dB,1.77697846335403e+002°)	(1.03594625613844e+001dB,1.75673069888613e+002°)	(2.04395618529180e+001dB,1.71013948296281e+002°)	(-2.72053483606198e+000dB,-1.79004992451353e+002°)	(-5.40274257147348e+000dB,-1.77698002747784e+002°)	(-1.03595124888870e+001dB,-1.75673259545156e+002°)
6.45654229034654e+000	(2.71985292783245e+000dB,1.78982143009524e+002°)	(5.40111944108828e+000dB,1.77645439650687e+002°)	(1.03565226189455e+001dB,1.75574520203176e+002°)	(2.04327217630576e+001dB,1.70810691264941e+002°)	(-2.71988870973956e+000dB,-1.78982294471781e+002°)	(-5.40115806259467e+000dB,-1.77645599696811e+002°)	(-1.03565725907389e+001dB,-1.75574714235126e+002°)
6.60693448007594e+000	(2.71917716212659e+000dB,1.78958946380825e+002°)	(5.39946240074008e+000dB,1.77591897493018e+002°)	(1.03534480566761e+001dB,1.75473831681138e+002°)	(2.04255720433992e+001dB,1.70603119395615e+002°)	(-2.71921294640910e+000dB,-1.78959101369136e+002°)	(-5.39950103336137e+000dB,-1.77592061256859e+002°)	(-1.03534980747579e+001dB,-1.75474030187479e+002°)
6.76082975391980e+000	(2.71847043930127e+000dB,1.78935245337129e+002°)	(5.39772962444183e+000dB,1.77537199291236e+002°)	(1.03502329001498e+001dB,1.75370965309252e+002°)	(2.04180992814536e+001dB,1.70391160612415e+002°)	(-2.71850622606738e+000dB,-1.78935403933490e+002°)	(-5.39776826868070e+000dB,-1.77537366858680e+002°)	(-1.03502829666032e+001dB,-1.75371168391076e+002°)
6.91830970918935e+000	(2.71773138428401e+000dB,1.78911030608869e+002°)	(5.39591776435225e+000dB,1.77481324389488e+002°)	(1.03468709276757e+001dB,1.75265881891222e+002°)	(2.04102895395511e+001dB,1.70174743010291e+002°)	(-2.71776717364667e+000dB,-1.78911192897177e+002°)	(-5.39595642073310e+000dB,-1.77481495848373e+002°)	(-1.03469210446732e+001dB,-1.75266089651763e+002°)
7.07945784384136e+000	(2.71695856499467e+000dB,1.78886292877470e+002°)	(5.39402333535204e+000dB,1.77424252070446e+002°)	(1.03433556617551e+001dB,1.75158542089829e+002°)	(2.04021283394416e+001dB,1.69953794970467e+002°)	(-2.71699435707178e+000dB,-1.78886458943565e+002°)	(-5.39406200442183e+000dB,-1.77424427510603e+002°)	(-1.03434058315614e+001dB,-1.75158754634500e+002°)
7.24435960074988e+000	(2.71615049036850e+000dB,1.78861022784915e+002°)	(5.39204271042794e+000dB,1.77365961580515e+002°)	(1.03396803604068e+001dB,1.75048906472732e+002°)	(2.03936006469382e+001dB,1.69728245284266e+002°)	(-2.71618628528307e+000dB,-1.78861192716628e+002°)	(-5.39208139275704e+000dB,-1.77366141093815e+002°)	(-1.03397305853826e+001dB,-1.75049123909161e+002°)
7.41310241300916e+000	(2.71530560834842e+000dB,1.78835210944172e+002°)	(5.38997211600059e+000dB,1.77306432157161e+002°)	(1.03358380083780e+001dB,1.74936935562146e+002°)	(2.03846908566652e+001dB,1.69498023285661e+002°)	(-2.71534140622883e+000dB,-1.78835384831366e+002°)	(-5.39001081218371e+000dB,-1.77306615837554e+002°)	(-1.03358882909834e+001dB,-1.74937158000215e+002°)
7.58577575029182e+000	(2.71442230385037e+000dB,1.78808847950506e+002°)	(5.38780762720672e+000dB,1.77245643058451e+002°)	(1.03318213082592e+001dB,1.74822589888612e+002°)	(2.03753827769730e+001dB,1.69263058992943e+002°)	(-2.71445810483052e+000dB,-1.78809025885126e+002°)	(-5.38784633786380e+000dB,-1.77245831002015e+002°)	(-1.03318716510573e+001dB,-1.74822817440487e+002°)
7.76247116628690e+000	(2.71349889670590e+000dB,1.78781924393743e+002°)	(5.38554516314746e+000dB,1.77183573594945e+002°)	(1.03276226715235e+001dB,1.74705830049074e+002°)	(2.03656596150929e+001dB,1.69023283259841e+002°)	(-2.71353470092549e+000dB,-1.78782106469864e+002°)	(-5.38558388892459e+000dB,-1.77183765899930e+002°)	(-1.03276730771842e+001dB,-1.74706062829247e+002°)
7.94328234724279e+000	(2.71253363958695e+000dB,1.78754430871541e+002°)	(5.38318048211638e+000dB,1.77120203164045e+002°)	(1.03232342095156e+001dB,1.74586616769505e+002°)	(2.03555039626095e+001dB,1.68778627936456e+002°)	(-2.71256944719165e+000dB,-1.78754617185415e+002°)	(-5.38321922368680e+000dB,-1.77120399930916e+002°)	(-1.03232846808192e+001dB,-1.74586854894825e+002°)
8.12830516164097e+000	(2.71152471591840e+000dB,1.78726358003699e+002°)	(5.38070917682237e+000dB,1.77055511286928e+002°)	(1.03186477244157e+001dB,1.74464910972287e+002°)	(2.03448977813350e+001dB,1.68529026040346e+002°)	(-2.71156052706008e+000dB,-1.78726548653804e+002°)	(-5.38074793488740e+000dB,-1.77055712618418e+002°)	(-1.03186982642569e+001dB,-1.74465154561999e+002°)
8.31763771102669e+000	(2.71047023778459e+000dB,1.78697696447581e+002°)	(5.37812666962421e+000dB,1.76989477648202e+002°)	(1.03138547002105e+001dB,1.74340673848597e+002°)	(2.03338223896788e+001dB,1.68274411938088e+002°)	(-2.71050605262161e+000dB,-1.78697891534675e+002°)	(-5.37816544491431e+000dB,-1.76989683649356e+002°)	(-1.03139053116022e+001dB,-1.74340923024377e+002°)
8.51138038202374e+000	(2.70936824383699e+000dB,1.78668436914704e+002°)	(5.37542820779585e+000dB,1.76922082138384e+002°)	(1.03088462937024e+001dB,1.74213866936033e+002°)	(2.03222584496118e+001dB,1.68014721537619e+002°)	(-2.70940406253439e+000dB,-1.78668636541875e+002°)	(-5.37546700107158e+000dB,-1.76922292916610e+002°)	(-1.03088969797798e+001dB,-1.74214121822023e+002°)
8.70963589956078e+000	(2.70821669721076e+000dB,1.78638570188534e+002°)	(5.37260885884321e+000dB,1.76853304899354e+002°)	(1.03036133255974e+001dB,1.74084452201708e+002°)	(2.03101859543330e+001dB,1.67749892491645e+002°)	(-2.70825251994049e+000dB,-1.78638774461253e+002°)	(-5.37264767089629e+000dB,-1.76853520564471e+002°)	(-1.03036640896217e+001dB,-1.74084712924549e+002°)
8.91250938133743e+000	(2.70701348345892e+000dB,1.78608087143562e+002°)	(5.36966350589565e+000dB,1.76783126372890e+002°)	(1.02981462717101e+001dB,1.73952392131055e+002°)	(2.02975842167560e+001dB,1.67479864412368e+002°)	(-2.70704931040016e+000dB,-1.78608296169740e+002°)	(-5.36970233755004e+000dB,-1.76783347037179e+002°)	(-1.02981971170730e+001dB,-1.73952658819923e+002°)
9.12010839355907e+000	(2.70575640851407e+000dB,1.78576978765711e+002°)	(5.36658684319761e+000dB,1.76711527352423e+002°)	(1.02924352543334e+001dB,1.73817649822580e+002°)	(2.02844318589376e+001dB,1.67204579097765e+002°)	(-2.70579223985342e+000dB,-1.78577192655750e+002°)	(-5.36662569531053e+000dB,-1.76711753130680e+002°)	(-1.02924861845609e+001dB,-1.73817922609219e+002°)
9.33254300796988e+000	(2.70444319668809e+000dB,1.78545236174122e+002°)	(5.36337337172825e+000dB,1.76638489038127e+002°)	(1.02864700338220e+001dB,1.73680189088796e+002°)	(2.02707068025830e+001dB,1.66923980769581e+002°)	(-2.70447903261987e+000dB,-1.78545455040977e+002°)	(-5.36341224519130e+000dB,-1.76638720047714e+002°)	(-1.02865210525785e+001dB,-1.73680468107553e+002°)
9.54992586021433e+000	(2.70307148872176e+000dB,1.78512850644387e+002°)	(5.36001739497974e+000dB,1.76563993095465e+002°)	(1.02802400004447e+001dB,1.73539974563563e+002°)	(2.02563862607678e+001dB,1.66638016323202e+002°)	(-2.70310732944826e+000dB,-1.78513074603620e+002°)	(-5.36005629071996e+000dB,-1.76564229456363e+002°)	(-1.02802911115371e+001dB,-1.73540259951418e+002°)
9.77237220955808e+000	(2.70163883989720e+000dB,1.78479813633277e+002°)	(5.35651301492731e+000dB,1.76488021717307e+002°)	(1.02737341665653e+001dB,1.73396971816049e+002°)	(2.02414467310276e+001dB,1.66346635589466e+002°)	(-2.70167468562897e+000dB,-1.78480042803118e+002°)	(-5.35655193390831e+000dB,-1.76488263552171e+002°)	(-1.02737853739475e+001dB,-1.73397263712649e+002°)
9.99999999999997e+000	(2.70014271822722e+000dB,1.78446116805013e+002°)	(5.35285412822736e+000dB,1.76410557689725e+002°)	(1.02669411592175e+001dB,1.73251147471532e+002°)	(2.02258639899720e+001dB,1.66049791608468e+002°)	(-2.70017856918332e+000dB,-1.78446351306422e+002°)	(-5.35289307145042e+000dB,-1.76410805123937e+002°)	(-1.02669924669940e+001dB,-1.73251446019224e+002°)
1.02329299228075e+001	(2.69858050273701e+000dB,1.78411752059141e+002°)	(5.34903442268266e+000dB,1.76331584461565e+002°)	(1.02598492131427e+001dB,1.73102469339234e+002°)	(2.02096130895915e+001dB,1.65747440915296e+002°)	(-2.69861635914529e+000dB,-1.78411992015868e+002°)	(-5.34907339118780e+000dB,-1.76331837623294e+002°)	(-1.02599006255729e+001dB,-1.73102774683092e+002°)
1.04712854805090e+001	(2.69694948185475e+000dB,1.78376711560052e+002°)	(5.34504737401679e+000dB,1.76251086217897e+002°)	(1.02524461643690e+001dB,1.72950906547361e+002°)	(2.01926683554293e+001dB,1.65439543837603e+002°)	(-2.69698534395218e+000dB,-1.78376957098701e+002°)	(-5.34508636888393e+000dB,-1.76251345238151e+002°)	(-1.02524976858714e+001dB,-1.72951218835219e+002°)
1.07151930523760e+001	(2.69524685192948e+000dB,1.78340987768185e+002°)	(5.34088624300353e+000dB,1.76169047957401e+002°)	(1.02447194444115e+001dB,1.72796429685517e+002°)	(2.01750033868019e+001dB,1.65126064804810e+002°)	(-2.69528271996237e+000dB,-1.78341239018279e+002°)	(-5.34092526535353e+000dB,-1.76169312970090e+002°)	(-1.02447710795673e+001dB,-1.72796749067999e+002°)
1.09647819614318e+001	(2.69346971589538e+000dB,1.78304573472963e+002°)	(5.33654407299946e+000dB,1.76085455573775e+002°)	(1.02366560751823e+001dB,1.72639010954632e+002°)	(2.01565910592570e+001dB,1.64806972668663e+002°)	(-2.69350559011971e+000dB,-1.78304830567010e+002°)	(-5.33658312399526e+000dB,-1.76085726715765e+002°)	(-1.02367078287397e+001dB,-1.72639337585176e+002°)
1.12201845430196e+001	(2.69161508210380e+000dB,1.78267461827489e+002°)	(5.33201368793237e+000dB,1.76000295941202e+002°)	(1.02282426647054e+001dB,1.72478624324494e+002°)	(2.01374035294628e+001dB,1.64482241034748e+002°)	(-2.69165096278548e+000dB,-1.78267724901050e+002°)	(-5.33205276878003e+000dB,-1.76000573352378e+002°)	(-1.02282945415830e+001dB,-1.72478958359383e+002°)
1.14815362149688e+001	(2.68967986334521e+000dB,1.78229646385030e+002°)	(5.32728769080046e+000dB,1.75913557003906e+002°)	(1.02194654037345e+001dB,1.72315245698984e+002°)	(2.01174122427316e+001dB,1.64151848604488e+002°)	(-2.68971575076039e+000dB,-1.78229915576788e+002°)	(-5.32732680275025e+000dB,-1.75913840827232e+002°)	(-1.02195174090252e+001dB,-1.72315587297373e+002°)
1.17489755493953e+001	(2.68766087608543e+000dB,1.78191121137304e+002°)	(5.32235846274145e+000dB,1.75825227869812e+002°)	(1.02103100633828e+001dB,1.72148853089040e+002°)	(2.00965879433816e+001dB,1.63815779526994e+002°)	(-2.68769677052078e+000dB,-1.78191396589135e+002°)	(-5.32239760708883e+000dB,-1.75825518251391e+002°)	(-1.02103622023572e+001dB,-1.72149202412980e+002°)
1.20226443461741e+001	(2.68555483994149e+000dB,1.78151880554587e+002°)	(5.31721816273381e+000dB,1.75735298908286e+002°)	(1.02007619938760e+001dB,1.71979426793344e+002°)	(2.00749006881453e+001dB,1.63474023760048e+002°)	(-2.68559074169448e+000dB,-1.78152162411631e+002°)	(-5.31725734082049e+000dB,-1.75735595997426e+002°)	(-1.02008142719856e+001dB,-1.71979784007807e+002°)
1.23026877081238e+001	(2.68335837742440e+000dB,1.78111919627637e+002°)	(5.31185872799552e+000dB,1.75643761851910e+002°)	(1.01908061245480e+001dB,1.71806949586693e+002°)	(2.00523198628362e+001dB,1.63126577439346e+002°)	(-2.68339428680358e+000dB,-1.78112208038372e+002°)	(-5.31189794121036e+000dB,-1.75644065801186e+002°)	(-1.01908585474287e+001dB,-1.71807314859595e+002°)
1.25892541179416e+001	(2.68106801397762e+000dB,1.78071233911416e+002°)	(5.30627187514933e+000dB,1.75550609902225e+002°)	(1.01804269652051e+001dB,1.71631406915927e+002°)	(2.00288142024833e+001dB,1.62773443254986e+002°)	(-2.68110393130291e+000dB,-1.78071529027736e+002°)	(-5.30631112492933e+000dB,-1.75550920867543e+002°)	(-1.01804795386794e+001dB,-1.71631780418153e+002°)
1.28824955169313e+001	(2.67868017834136e+000dB,1.78029819570602e+002°)	(5.30044910222616e+000dB,1.75455837839322e+002°)	(1.01696086089884e+001dB,1.71452787103268e+002°)	(2.00043518151434e+001dB,1.62414630834042e+002°)	(-2.67871610394429e+000dB,-1.78030121547890e+002°)	(-5.30048839005725e+000dB,-1.75456155979987e+002°)	(-1.01696613390686e+001dB,-1.71453169008694e+002°)
1.31825673855640e+001	(2.67619120327447e+000dB,1.77987673426830e+002°)	(5.29438169158141e+000dB,1.75359442135128e+002°)	(1.01583347368716e+001dB,1.71271081556823e+002°)	(1.99789002095968e+001dB,1.62050157127909e+002°)	(-2.67622713749851e+000dB,-1.77987982424040e+002°)	(-5.29442101899931e+000dB,-1.75359767613910e+002°)	(-1.01583876297618e+001dB,-1.71271472042334e+002°)
1.34896288259165e+001	(2.67359732666724e+000dB,1.77944793007619e+002°)	(5.28806071380137e+000dB,1.75261421070212e+002°)	(1.01465886239356e+001dB,1.71086284987942e+002°)	(1.99524263271260e+001dB,1.61680046802932e+002°)	(-2.67363326986799e+000dB,-1.77945109187356e+002°)	(-5.28810008239231e+000dB,-1.75261754053415e+002°)	(-1.01466416860337e+001dB,-1.71086684233455e+002°)
1.38038426460288e+001	(2.67089469307928e+000dB,1.77901176596912e+002°)	(5.28147703267913e+000dB,1.75161774853850e+002°)	(1.01343531475656e+001dB,1.70898395635045e+002°)	(1.99248965775696e+001dB,1.61304332632678e+002°)	(-2.67093064562476e+000dB,-1.77901500125515e+002°)	(-5.28151644408054e+000dB,-1.75162115511382e+002°)	(-1.01344063854646e+001dB,-1.70898803823527e+002°)
1.41253754462275e+001	(2.66807935573833e+000dB,1.77856823287125e+002°)	(5.27462131134135e+000dB,1.75060505747078e+002°)	(1.01216107977199e+001dB,1.70707415493437e+002°)	(1.98962768798317e+001dB,1.60923055890026e+002°)	(-2.66811531800921e+000dB,-1.77857154334746e+002°)	(-5.27466076724241e+000dB,-1.75060854252521e+002°)	(-1.01216642182094e+001dB,-1.70707832810926e+002°)
1.44543977074592e+001	(2.66514727903653e+000dB,1.77811733032590e+002°)	(5.26748401960812e+000dB,1.74957618188368e+002°)	(1.01083436894238e+001dB,1.70513350550538e+002°)	(1.98665327070146e+001dB,1.60536266737082e+002°)	(-2.66518325142633e+000dB,-1.77812071773286e+002°)	(-5.26752352175027e+000dB,-1.74957974719050e+002°)	(-1.01083972994907e+001dB,-1.70513777186158e+002°)
1.47910838816820e+001	(2.66209434156156e+000dB,1.77765906704259e+002°)	(5.26005544266933e+000dB,1.74853118921548e+002°)	(1.00945335776428e+001dB,1.70316211025844e+002°)	(1.98356291363241e+001dB,1.60144024610765e+002°)	(-2.66213032447689e+000dB,-1.77766253316078e+002°)	(-5.26009499284663e+000dB,-1.74853483658618e+002°)	(-1.00945873844711e+001dB,-1.70316647171826e+002°)
1.51356124843620e+001	(2.65891633970075e+000dB,1.77719346145492e+002°)	(5.25232569116035e+000dB,1.74747017125476e+002°)	(1.00801618746892e+001dB,1.70116011614831e+002°)	(1.98035309038788e+001dB,1.59746398601709e+002°)	(-2.65895233356149e+000dB,-1.77719700810563e+002°)	(-5.25236529121979e+000dB,-1.74747390253978e+002°)	(-1.00802158856601e+001dB,-1.70116457466531e+002°)
1.54881661891248e+001	(2.65560899185632e+000dB,1.77672054228744e+002°)	(5.24428471271950e+000dB,1.74639324544948e+002°)	(1.00652096703190e+001dB,1.69912771735908e+002°)	(1.97702024645287e+001dB,1.59343467823992e+002°)	(-2.65564499709576e+000dB,-1.77672417133368e+002°)	(-5.24432436456108e+000dB,-1.74639706253898e+002°)	(-1.00652638930094e+001dB,-1.69913227491820e+002°)
1.58489319246111e+001	(2.65216794331000e+000dB,1.77624034912916e+002°)	(5.23592230510744e+000dB,1.74530055622230e+002°)	(1.00496577546684e+001dB,1.69706515779357e+002°)	(1.97356080567649e+001dB,1.58935321773029e+002°)	(-2.65220396037506e+000dB,-1.77624406247661e+002°)	(-5.23596201068427e+000dB,-1.74530446104693e+002°)	(-1.00497121968500e+001dB,-1.69706981641136e+002°)
1.62181009735892e+001	(2.64858877177481e+000dB,1.77575293301120e+002°)	(5.22722813096626e+000dB,1.74419227628538e+002°)	(1.00334866441821e+001dB,1.69497273357135e+002°)	(1.96997117727690e+001dB,1.58522060668805e+002°)	(-2.64862480112611e+000dB,-1.77575673260916e+002°)	(-5.22726789228432e+000dB,-1.74419627081710e+002°)	(-1.00335413138185e+001dB,-1.69497749529612e+002°)
1.65958690743755e+001	(2.64486699367082e+000dB,1.77525835698568e+002°)	(5.21819173429164e+000dB,1.74306860794709e+002°)	(1.00166766106725e+001dB,1.69285079552209e+002°)	(1.96624776336184e+001dB,1.58103795781512e+002°)	(-2.64490303578278e+000dB,-1.77526224482806e+002°)	(-5.21823155340958e+000dB,-1.74307269419996e+002°)	(-1.00167315159166e+001dB,-1.69285566243412e+002°)
1.69824365246174e+001	(2.64099807116028e+000dB,1.77475669670257e+002°)	(5.20880255868636e+000dB,1.74192978440232e+002°)	(9.99920771364718e+000dB,1.69069975165999e+002°)	(1.96238696696260e+001dB,1.57680649736507e+002°)	(-2.64103412652123e+000dB,-1.77476067482889e+002°)	(-5.20884243771499e+000dB,-1.74193396443336e+002°)	(-9.99926286283758e+000dB,-1.69070472587171e+002°)
1.73780082874937e+001	(2.63697741997580e+000dB,1.77424804098091e+002°)	(5.19904996745682e+000dB,1.74077607099726e+002°)	(9.98105983602804e+000dB,1.68852006962350e+002°)	(1.95838520057535e+001dB,1.57252756795429e+002°)	(-2.63701348908801e+000dB,-1.77425211147734e+002°)	(-5.19908990855849e+000dB,-1.74078034690728e+002°)	(-9.98111523768433e+000dB,-1.68852515327972e+002°)
1.77827941003892e+001	(2.63280041807240e+000dB,1.77373249237037e+002°)	(5.18892326560557e+000dB,1.73960776645861e+002°)	(9.96221272337351e+000dB,1.68631227906289e+002°)	(1.95423889519898e+001dB,1.56820263110205e+002°)	(-2.63283650145205e+000dB,-1.77373665737078e+002°)	(-5.18896327099334e+000dB,-1.73961214039311e+002°)	(-9.96226838619099e+000dB,-1.68631747434099e+002°)
1.81970085860998e+001	(2.62846241513105e+000dB,1.77321016769888e+002°)	(5.17841172376355e+000dB,1.73842520407662e+002°)	(9.94264602670006e+000dB,1.68407697395702e+002°)	(1.94994450985450e+001dB,1.56383326946658e+002°)	(-2.62849851330827e+000dB,-1.77321442938588e+002°)	(-5.17845179570015e+000dB,-1.73842967822667e+002°)	(-9.94270195954360e+000dB,-1.68408228306727e+002°)
1.86208713666286e+001	(2.62395874293768e+000dB,1.77268119860137e+002°)	(5.16750460409371e+000dB,1.73722875283027e+002°)	(9.92233934898045e+000dB,1.68181481483910e+002°)	(1.94549854156562e+001dB,1.55942118874370e+002°)	(-2.62399485645643e+000dB,-1.77268555920747e+002°)	(-5.16754474489034e+000dB,-1.73723332943344e+002°)	(-9.92239556087730e+000dB,-1.68182024002487e+002°)
1.90546071796324e+001	(2.61928472665626e+000dB,1.77214573202471e+002°)	(5.15619118818444e+000dB,1.73601881844232e+002°)	(9.90127229537415e+000dB,1.67952653090970e+002°)	(1.94089753577516e+001dB,1.55496821919479e+002°)	(-2.61932085607427e+000dB,-1.77215019383341e+002°)	(-5.15623140019930e+000dB,-1.73602349978362e+002°)	(-9.90132879550600e+000dB,-1.67953207444780e+002°)
1.94984459975804e+001	(2.61443569700967e+000dB,1.77160393070315e+002°)	(5.14446080693582e+000dB,1.73479584435125e+002°)	(9.87942452722115e+000dB,1.67721292201411e+002°)	(1.93613809716673e+001dB,1.55047631677134e+002°)	(-2.61447184289826e+000dB,-1.77160849605008e+002°)	(-5.14450109257243e+000dB,-1.73480063276411e+002°)	(-9.87948132491508e+000dB,-1.67721858621512e+002°)
1.99526231496887e+001	(2.60940700337480e+000dB,1.77105597359838e+002°)	(5.13230287242451e+000dB,1.73356031258631e+002°)	(9.85677581980170e+000dB,1.67487486045971e+002°)	(1.93121690085539e+001dB,1.54594756380398e+002°)	(-2.60944316631873e+000dB,-1.77106064487253e+002°)	(-5.13234323412982e+000dB,-1.73356521045359e+002°)	(-9.85683292452031e+000dB,-1.67488064766838e+002°)
