Freq.	V(Gain2.62)	V(Gain5.24)	V(Gain10.48)	V(20.96)	V(-2.62)	V(-5.24)	V(-10.48)
4.57088189614874e+000	(2.61334103069116e+000dB,1.79275624725914e+002°)	(5.22643638970186e+000dB,1.78548012755318e+002°)	(1.04516968185971e+001dB,1.77030470354436e+002°)	(2.08788854200624e+001dB,1.73281343707870e+002°)	(-2.61337671485996e+000dB,-1.79275731773306e+002°)	(-5.22647636783659e+000dB,-1.78548275390030e+002°)	(-1.04517464561266e+001dB,-1.77030609104854e+002°)
4.67735141287197e+000	(2.61302173885087e+000dB,1.79258908739130e+002°)	(5.22580195182447e+000dB,1.78514497696298e+002°)	(1.04503665223442e+001dB,1.76961956607159e+002°)	(2.08751091722546e+001dB,1.73127300935192e+002°)	(-2.61305742419049e+000dB,-1.79259018279318e+002°)	(-5.22584201693499e+000dB,-1.78514766408393e+002°)	(-1.04504161830225e+001dB,-1.76962098574805e+002°)
4.78630092322637e+000	(2.61268757905285e+000dB,1.79241814509197e+002°)	(5.22513795749226e+000dB,1.78480223677788e+002°)	(1.04489742864411e+001dB,1.76891893431829e+002°)	(2.08711587959519e+001dB,1.72969842634154e+002°)	(-2.61272326561762e+000dB,-1.79241926600200e+002°)	(-5.22517811363436e+000dB,-1.78480498605977e+002°)	(-1.04490239713384e+001dB,-1.76892038690605e+002°)
4.89778819368445e+000	(2.61233786775754e+000dB,1.79224334009319e+002°)	(5.22444304657608e+000dB,1.78445174551606e+002°)	(1.04475172638332e+001dB,1.76820248010079e+002°)	(2.08670264472126e+001dB,1.72808901233598e+002°)	(-2.61237355560429e+000dB,-1.79224448710503e+002°)	(-5.22448329799257e+000dB,-1.78445455837631e+002°)	(-1.04475669740682e+001dB,-1.76820396635538e+002°)
5.01187233627271e+000	(2.61197189084066e+000dB,1.79206459080352e+002°)	(5.22371579796361e+000dB,1.78409333900199e+002°)	(1.04459924801246e+001dB,1.76746986987073e+002°)	(2.08627039462274e+001dB,1.72644408403353e+002°)	(-2.61200758002880e+000dB,-1.79206576452462e+002°)	(-5.22375614909273e+000dB,-1.78409621688886e+002°)	(-1.04460422168666e+001dB,-1.76747139056448e+002°)
5.12861383991364e+000	(2.61158890230512e+000dB,1.79188181431452e+002°)	(5.22295472697896e+000dB,1.78372685037682e+002°)	(1.04443968282196e+001dB,1.76672076474578e+002°)	(2.08581827645844e+001dB,1.72476295089878e+002°)	(-2.61162459289675e+000dB,-1.79188301536646e+002°)	(-5.22299518246317e+000dB,-1.78372979477004e+002°)	(-1.04444465926906e+001dB,-1.76672232066818e+002°)
5.24807460249771e+000	(2.61118812294647e+000dB,1.79169492640993e+002°)	(5.22215828270790e+000dB,1.78335211011394e+002°)	(1.04427270627706e+001dB,1.76595482055147e+002°)	(2.08534540122088e+001dB,1.72304491555962e+002°)	(-2.61122381500653e+000dB,-1.79169615542871e+002°)	(-5.22219884740303e+000dB,-1.78335512252522e+002°)	(-1.04427768562476e+001dB,-1.76595641250953e+002°)
5.37031796370252e+000	(2.61076873897091e+000dB,1.79150384157763e+002°)	(5.22132484522684e+000dB,1.78296894603991e+002°)	(1.04409797944295e+001dB,1.76517168787487e+002°)	(2.08485084239853e+001dB,1.72128927424765e+002°)	(-2.61080443256727e+000dB,-1.79150509921403e+002°)	(-5.22136552421164e+000dB,-1.78297202801357e+002°)	(-1.04410296182468e+001dB,-1.76517331669345e+002°)
5.49540873857623e+000	(2.61032990056518e+000dB,1.79130847302469e+002°)	(5.22045272273366e+000dB,1.78257718336152e+002°)	(1.04391514838987e+001dB,1.76437101213108e+002°)	(2.08433363460729e+001dB,1.71949531728461e+002°)	(-2.61036559576881e+000dB,-1.79130975994460e+002°)	(-5.22049352131975e+000dB,-1.78258033647499e+002°)	(-1.04392013394506e+001dB,-1.76437267865324e+002°)
5.62341325190348e+000	(2.60987072041744e+000dB,1.79110873269571e+002°)	(5.21954014857873e+000dB,1.78217664469911e+002°)	(1.04372384357794e+001dB,1.76355243364357e+002°)	(2.08379277219241e+001dB,1.71766232961769e+002°)	(-2.60990641730248e+000dB,-1.79111004958049e+002°)	(-5.21958107232095e+000dB,-1.78217987056360e+002°)	(-1.04372883245223e+001dB,-1.76355413873093e+002°)
5.75439937337156e+000	(2.60939027218853e+000dB,1.79090453129471e+002°)	(5.21858527819464e+000dB,1.78176715012699e+002°)	(1.04352367922131e+001dB,1.76271558773938e+002°)	(2.08322720780248e+001dB,1.71578959140680e+002°)	(-2.60942597083250e+000dB,-1.79090587884152e+002°)	(-5.21862633290185e+000dB,-1.78177045038801e+002°)	(-1.04352867156685e+001dB,-1.76271733227248e+002°)
5.88843655355588e+000	(2.60888758893318e+000dB,1.79069577831083e+002°)	(5.21758618592318e+000dB,1.78134851722122e+002°)	(1.04331425263158e+001dB,1.76186010486039e+002°)	(2.08263585093708e+001dB,1.71387637866665e+002°)	(-2.60892328941705e+000dB,-1.79069715723303e+002°)	(-5.21762737766950e+000dB,-1.78135189355916e+002°)	(-1.04331924860728e+001dB,-1.76186188973904e+002°)
6.02559586074356e+000	(2.60836166147054e+000dB,1.79048238204821e+002°)	(5.21654086173876e+000dB,1.78092056111544e+002°)	(1.04309514354022e+001dB,1.76098561069169e+002°)	(2.08201756647039e+001dB,1.71192196396698e+002°)	(-2.60839736387896e+000dB,-1.79048379307572e+002°)	(-5.21658219687525e+000dB,-1.78092401524615e+002°)	(-1.04310014331204e+001dB,-1.76098743683537e+002°)
6.16595001861481e+000	(2.60781143670403e+000dB,1.79026424966021e+002°)	(5.21544720786718e+000dB,1.78048309456538e+002°)	(1.04286591339985e+001dB,1.76009172630851e+002°)	(2.08137117315299e+001dB,1.70992561719415e+002°)	(-2.60784714112540e+000dB,-1.79026569353988e+002°)	(-5.21548869303406e+000dB,-1.78048662824076e+002°)	(-1.04287091714109e+001dB,-1.76009359465670e+002°)
6.30957344480192e+000	(2.60723581589020e+000dB,1.79004128718836e+002°)	(5.21430303529951e+000dB,1.78003592802257e+002°)	(1.04262610466450e+001dB,1.75917806834279e+002°)	(2.08069544209486e+001dB,1.70788660637738e+002°)	(-2.60727152241690e+000dB,-1.79004276468436e+002°)	(-5.21434467743876e+000dB,-1.78003954303111e+002°)	(-1.04263111255610e+001dB,-1.75917997985536e+002°)
6.45654229034654e+000	(2.60663365285680e+000dB,1.78981339960642e+002°)	(5.21310606020069e+000dB,1.77957886971798e+002°)	(1.04237524004869e+001dB,1.75824424917102e+002°)	(2.07998909523246e+001dB,1.70580419858315e+002°)	(-2.60666936158531e+000dB,-1.78981491150067e+002°)	(-5.21314786656929e+000dB,-1.77958256788535e+002°)	(-1.04238025227953e+001dB,-1.75824620482860e+002°)
6.60693448007594e+000	(2.60600375217036e+000dB,1.78958049086985e+002°)	(5.21185390021336e+000dB,1.77911172575633e+002°)	(1.04211282176562e+001dB,1.75728987712461e+002°)	(2.07925080378390e+001dB,1.70367766088134e+002°)	(-2.60603946320147e+000dB,-1.78958203796238e+002°)	(-5.21189587839699e+000dB,-1.77911550894591e+002°)	(-1.04211783853286e+001dB,-1.75729187792898e+002°)
6.76082975391980e+000	(2.60534486725378e+000dB,1.78934246397101e+002°)	(5.21054407065746e+000dB,1.77863430022166e+002°)	(1.04183833074459e+001dB,1.75631455672447e+002°)	(2.07847918669589e+001dB,1.70150626138640e+002°)	(-2.60538058069273e+000dB,-1.78934404708042e+002°)	(-5.21058622858469e+000dB,-1.77863817033512e+002°)	(-1.04184335225401e+001dB,-1.75631660369892e+002°)
6.91830970918935e+000	(2.60465569845480e+000dB,1.78909922100057e+002°)	(5.20917398062675e+000dB,1.77814639529512e+002°)	(1.04155122582808e+001dB,1.75531788894131e+002°)	(2.07767280908726e+001dB,1.69928927037758e+002°)	(-2.60469141441147e+000dB,-1.78910084096444e+002°)	(-5.20921632658388e+000dB,-1.77815035427295e+002°)	(-1.04155625229438e+001dB,-1.75531998313103e+002°)
7.07945784384136e+000	(2.60393489106631e+000dB,1.78885066321554e+002°)	(5.20774092898415e+000dB,1.77764781138565e+002°)	(1.04125094294886e+001dB,1.75429947148337e+002°)	(2.07683018069403e+001dB,1.69702596150149e+002°)	(-2.60397060965547e+000dB,-1.78885232089085e+002°)	(-5.20778347163059e+000dB,-1.77765186120767e+002°)	(-1.04125597459606e+001dB,-1.75430161395585e+002°)
7.24435960074988e+000	(2.60318103330019e+000dB,1.78859669111421e+002°)	(5.20624210025821e+000dB,1.77713834727442e+002°)	(1.04093689428774e+001dB,1.75325889911346e+002°)	(2.07594975432172e+001dB,1.69471561306092e+002°)	(-2.60321675464160e+000dB,-1.78859838737783e+002°)	(-5.20628484864240e+000dB,-1.77714248996033e+002°)	(-1.04094193134952e+001dB,-1.75326109095883e+002°)
7.41310241300916e+000	(2.60239265421614e+000dB,1.78833720451864e+002°)	(5.20467456044366e+000dB,1.77661780027402e+002°)	(1.04060846741279e+001dB,1.75219576399690e+002°)	(2.07502992431106e+001dB,1.69235750939339e+002°)	(-2.60242837843483e+000dB,-1.78833894026773e+002°)	(-5.20471752401968e+000dB,-1.77662203788389e+002°)	(-1.04061351013285e+001dB,-1.75219800632836e+002°)
7.58577575029182e+000	(2.60156822160795e+000dB,1.78807210266498e+002°)	(5.20303525271003e+000dB,1.77608596640314e+002°)	(1.04026502440075e+001dB,1.75110965608255e+002°)	(2.07406902502400e+001dB,1.68995094234322e+002°)	(-2.60160394883440e+000dB,-1.78807387881749e+002°)	(-5.20307844135473e+000dB,-1.77609030103788e+002°)	(-1.04027007303321e+001dB,-1.75111195003673e+002°)
7.76247116628690e+000	(2.60070613984965e+000dB,1.78780128430222e+002°)	(5.20132099302277e+000dB,1.77554264057790e+002°)	(1.03990590094191e+001dB,1.75000016351872e+002°)	(2.07306532935750e+001dB,1.68749521283055e+002°)	(-2.60074187022001e+000dB,-1.78780310179738e+002°)	(-5.20136441705362e+000dB,-1.77554707437978e+002°)	(-1.03991095575172e+001dB,-1.75000251025605e+002°)
7.94328234724279e+000	(2.59980474770480e+000dB,1.78752464779985e+002°)	(5.19952846568257e+000dB,1.77498761682070e+002°)	(1.03953040542964e+001dB,1.74886687310611e+002°)	(2.07201704729333e+001dB,1.68498963252080e+002°)	(-2.59984048136111e+000dB,-1.78752650759861e+002°)	(-5.19957213587613e+000dB,-1.77499215197375e+002°)	(-1.03953546669296e+001dB,-1.74886927381123e+002°)
8.12830516164097e+000	(2.59886231610232e+000dB,1.78724209126486e+002°)	(5.19765421878941e+000dB,1.77442068848770e+002°)	(1.03913781803602e+001dB,1.74770937078997e+002°)	(2.07092232449273e+001dB,1.68243352559797e+002°)	(-2.59889805319276e+000dB,-1.78724399435042e+002°)	(-5.19769814640042e+000dB,-1.77442532721816e+002°)	(-1.03914288604063e+001dB,-1.74771182667211e+002°)
8.31763771102669e+000	(2.59787704588336e+000dB,1.78695351266874e+002°)	(5.19569465963890e+000dB,1.77384164851595e+002°)	(1.03872738977540e+001dB,1.74652724219353e+002°)	(2.06977924094565e+001dB,1.67982623064488e+002°)	(-2.59791278656244e+000dB,-1.78695546004707e+002°)	(-5.19573885642011e+000dB,-1.77384639309266e+002°)	(-1.03873246482113e+001dB,-1.74652975448687e+002°)
8.51138038202374e+000	(2.59684706552361e+000dB,1.78665880998495e+002°)	(5.19364605005980e+000dB,1.77325028969133e+002°)	(1.03829834155777e+001dB,1.74532007319518e+002°)	(2.06858580968511e+001dB,1.67716710263336e+002°)	(-2.59688280995246e+000dB,-1.78666080268530e+002°)	(-5.19369052828246e+000dB,-1.77325514242614e+002°)	(-1.03830342395695e+001dB,-1.74532264315924e+002°)
8.70963589956078e+000	(2.59577042883695e+000dB,1.78635788133747e+002°)	(5.19150450170288e+000dB,1.77264640493845e+002°)	(1.03784986323432e+001dB,1.74408745055153e+002°)	(2.06733997557769e+001dB,1.67445551502709e+002°)	(-2.59580617718357e+000dB,-1.78635992041287e+002°)	(-5.19154927417790e+000dB,-1.77265136818653e+002°)	(-1.03785495331221e+001dB,-1.74409007947154e+002°)
8.91250938133743e+000	(2.59464511266634e+000dB,1.78605062516090e+002°)	(5.18926597129257e+000dB,1.77202978763363e+002°)	(1.03738111263759e+001dB,1.74282896256888e+002°)	(2.06603961420251e+001dB,1.67169086199942e+002°)	(-2.59468086510582e+000dB,-1.78605271168875e+002°)	(-5.18931105139245e+000dB,-1.77203486379379e+002°)	(-1.03738621073281e+001dB,-1.74283165175617e+002°)
9.12010839355907e+000	(2.59346901456910e+000dB,1.78573694037289e+002°)	(5.18692625585454e+000dB,1.77140023194221e+002°)	(1.03689121461919e+001dB,1.74154419982549e+002°)	(2.06468253083142e+001dB,1.66887256076833e+002°)	(-2.59350477128391e+000dB,-1.78573907545549e+002°)	(-5.18697165753595e+000dB,-1.77140542345718e+002°)	(-1.03689632108420e+001dB,-1.74154695061782e+002°)
9.33254300796988e+000	(2.59223995050433e+000dB,1.78541672655929e+002°)	(5.18448098793378e+000dB,1.77075753318142e+002°)	(1.03637926008827e+001dB,1.74023275594710e+002°)	(2.06326645952424e+001dB,1.66600005405001e+002°)	(-2.59227571168456e+000dB,-1.78541891132442e+002°)	(-5.18452672576092e+000dB,-1.77076284253809e+002°)	(-1.03638437528981e+001dB,-1.74023556970905e+002°)
9.54992586021433e+000	(2.59095565253121e+000dB,1.78508988417277e+002°)	(5.18192563081981e+000dB,1.77010148821000e+002°)	(1.03584430505433e+001dB,1.73889422843820e+002°)	(2.06178906235372e+001dB,1.66307281263230e+002°)	(-2.59099141837488e+000dB,-1.78509211977427e+002°)	(-5.18197171998846e+000dB,-1.77010691793960e+002°)	(-1.03584942937391e+001dB,-1.73889710656150e+002°)
9.77237220955808e+000	(2.58961376652800e+000dB,1.78475631474548e+002°)	(5.17925547379713e+000dB,1.76943189584589e+002°)	(1.03528536967831e+001dB,1.73752821957155e+002°)	(2.06024792877559e+001dB,1.66009033806843e+002°)	(-2.58964953724132e+000dB,-1.78475860236383e+002°)	(-5.17930193015945e+000dB,-1.76943744852416e+002°)	(-1.03529050351270e+001dB,-1.73753116347548e+002°)
9.99999999999997e+000	(2.58821184994229e+000dB,1.78441592111628e+002°)	(5.17646562744143e+000dB,1.76874855731322e+002°)	(1.03470143733650e+001dB,1.73613433733856e+002°)	(2.05864057516002e+001dB,1.65705216549111e+002°)	(-2.58824762573996e+000dB,-1.78441826195922e+002°)	(-5.17651246753153e+000dB,-1.76875423556047e+002°)	(-1.03470658109814e+001dB,-1.73613734847024e+002°)
1.02329299228075e+001	(2.58674736958453e+000dB,1.78406860767325e+002°)	(5.17355101898410e+000dB,1.76805127671983e+002°)	(1.03409145370186e+001dB,1.73471219646284e+002°)	(2.05696444450169e+001dB,1.65395786654617e+002°)	(-2.58678315068998e+000dB,-1.78407100297639e+002°)	(-5.17359826004427e+000dB,-1.76805708320102e+002°)	(-1.03409660781941e+001dB,-1.73471527629758e+002°)
1.04712854805090e+001	(2.58521769947762e+000dB,1.78371428061203e+002°)	(5.17050638776965e+000dB,1.76733986156670e+002°)	(1.03345432584832e+001dB,1.73326141947949e+002°)	(2.05521690632623e+001dB,1.65080705244410e+002°)	(-2.58525348612337e+000dB,-1.78371673163949e+002°)	(-5.17055404777736e+000dB,-1.76734579899140e+002°)	(-1.03345949076712e+001dB,-1.73326456952114e+002°)
1.07151930523760e+001	(2.58362011877702e+000dB,1.78335284821051e+002°)	(5.16732628083349e+000dB,1.76661412329030e+002°)	(1.03278892138380e+001dB,1.73178163788254e+002°)	(2.05339525681177e+001dB,1.64759937712723e+002°)	(-2.58365591120495e+000dB,-1.78335535625557e+002°)	(-5.16737437852913e+000dB,-1.76662019441261e+002°)	(-1.03279409756633e+001dB,-1.73178485966377e+002°)
1.09647819614318e+001	(2.58195180977675e+000dB,1.78298422112054e+002°)	(5.16400504862973e+000dB,1.76587387783927e+002°)	(1.03209406761813e+001dB,1.73027249334272e+002°)	(2.05149671914472e+001dB,1.64433454054904e+002°)	(-2.58198760823839e+000dB,-1.78298678750631e+002°)	(-5.16405360354502e+000dB,-1.76588008545769e+002°)	(-1.03209925554451e+001dB,-1.73027578842538e+002°)
1.12201845430196e+001	(2.58020985601821e+000dB,1.78260831267710e+002°)	(5.16053684094154e+000dB,1.76511894628650e+002°)	(1.03136855077302e+001dB,1.72873363899793e+002°)	(2.04951844412985e+001dB,1.64101229206117e+002°)	(-2.58024566077504e+000dB,-1.78261093875716e+002°)	(-5.16058587342870e+000dB,-1.76512529324369e+002°)	(-1.03137375094149e+001dB,-1.72873700897330e+002°)
1.14815362149688e+001	(2.57839124052006e+000dB,1.78222503922538e+002°)	(5.15691560300946e+000dB,1.76434915547764e+002°)	(1.03061111524136e+001dB,1.72716474081831e+002°)	(2.04745751107476e+001dB,1.63763243390275e+002°)	(-2.57842705184385e+000dB,-1.78222772638451e+002°)	(-5.15696513427098e+000dB,-1.76435564466014e+002°)	(-1.03061632816873e+001dB,-1.72716818730742e+002°)
1.17489755493953e+001	(2.57649284414905e+000dB,1.78183432046643e+002°)	(5.15313507191576e+000dB,1.76356433871722e+002°)	(1.02982046290397e+001dB,1.72556547904790e+002°)	(2.04531092896979e+001dB,1.63419482478500e+002°)	(-2.57652866232213e+000dB,-1.78183707012129e+002°)	(-5.15318512403490e+000dB,-1.76357097305508e+002°)	(-1.02982568912609e+001dB,-1.72556900370178e+002°)
1.20226443461741e+001	(2.57451144415295e+000dB,1.78143607982145e+002°)	(5.14918877326638e+000dB,1.76276433649317e+002°)	(1.02899525251244e+001dB,1.72393554972444e+002°)	(2.04307563798408e+001dB,1.63069938356331e+002°)	(-2.57454726946852e+000dB,-1.78143889342133e+002°)	(-5.14923936923828e+000dB,-1.76277111895944e+002°)	(-1.02900049258465e+001dB,-1.72393915422442e+002°)
1.23026877081238e+001	(2.57244371287844e+000dB,1.78103024481540e+002°)	(5.14507001821483e+000dB,1.76194899724056e+002°)	(1.02813409914735e+001dB,1.72227466627889e+002°)	(2.04074851129904e+001dB,1.62714609298709e+002°)	(-2.57247954564091e+000dB,-1.78103312384292e+002°)	(-5.14512118197820e+000dB,-1.76195593085078e+002°)	(-1.02813935364493e+001dB,-1.72227835233682e+002°)
1.25892541179416e+001	(2.57028621669857e+000dB,1.78061674747987e+002°)	(5.14077190087584e+000dB,1.76111817814538e+002°)	(1.02723557376191e+001dB,1.72058256121560e+002°)	(2.03832635730019e+001dB,1.62353500351671e+002°)	(-2.57032205722382e+000dB,-1.78061969345176e+002°)	(-5.14082365734528e+000dB,-1.76112526595691e+002°)	(-1.02724084328050e+001dB,-1.72058633057410e+002°)
1.28824955169313e+001	(2.56803541517554e+000dB,1.78019552477562e+002°)	(5.13628729617990e+000dB,1.76027174598876e+002°)	(1.02629820282145e+001dB,1.71885898787401e+002°)	(2.03580592214810e+001dB,1.61986623719482e+002°)	(-2.56807126379125e+000dB,-1.78019853924349e+002°)	(-5.13633967127864e+000dB,-1.76027899110001e+002°)	(-1.02630348797741e+001dB,-1.71886284230672e+002°)
1.31825673855640e+001	(2.56568766048683e+000dB,1.77976651903468e+002°)	(5.13160885822301e+000dB,1.75940957803197e+002°)	(1.02532046805008e+001dB,1.71710372227228e+002°)	(2.03318389274876e+001dB,1.61613999155821e+002°)	(-2.56572351753274e+000dB,-1.77976960358579e+002°)	(-5.13166187891620e+000dB,-1.75941698358154e+002°)	(-1.02532576948096e+001dB,-1.71710766358403e+002°)
1.34896288259165e+001	(2.56323919714361e+000dB,1.77932967842213e+002°)	(5.12672901916954e+000dB,1.75853156294246e+002°)	(1.02430080629650e+001dB,1.71531656503263e+002°)	(2.03045690014289e+001dB,1.61235654357430e+002°)	(-2.56327506297186e+000dB,-1.77933283468020e+002°)	(-5.12678271349800e+000dB,-1.75853913210815e+002°)	(-1.02430612466130e+001dB,-1.71532059505966e+002°)
1.38038426460288e+001	(2.56068616203269e+000dB,1.77888495741721e+002°)	(5.12163998876951e+000dB,1.75763760176069e+002°)	(1.02323760953132e+001dB,1.71349734338792e+002°)	(2.02762152333279e+001dB,1.60851625358500e+002°)	(-2.56072203700807e+000dB,-1.77888818704325e+002°)	(-5.12169438588370e+000dB,-1.75764533775840e+002°)	(-1.02324294551089e+001dB,-1.71350146399809e+002°)
1.41253754462275e+001	(2.55802458481415e+000dB,1.77843231731353e+002°)	(5.11633375455452e+000dB,1.75672760890749e+002°)	(1.02212922498918e+001dB,1.71164591326826e+002°)	(2.02467429356403e+001dB,1.60461956923877e+002°)	(-2.55806046931439e+000dB,-1.77843562200668e+002°)	(-5.11638888474893e+000dB,-1.75673551498996e+002°)	(-1.02213457928646e+001dB,-1.71165012636121e+002°)
1.44543977074592e+001	(2.55525038870876e+000dB,1.77797172673796e+002°)	(5.11080208278040e+000dB,1.75580151323119e+002°)	(1.02097395546937e+001dB,1.70976216146587e+002°)	(2.02161169907786e+001dB,1.60066702938991e+002°)	(-2.55528628312476e+000dB,-1.77797510823633e+002°)	(-5.11085797752810e+000dB,-1.75580959268667e+002°)	(-1.02097932880969e+001dB,-1.70976646897314e+002°)
1.47910838816820e+001	(2.55235939171032e+000dB,1.77750316218733e+002°)	(5.10503652018719e+000dB,1.75485925909356e+002°)	(1.01977005980931e+001dB,1.70784600787551e+002°)	(2.01843019034810e+001dB,1.59665926794275e+002°)	(-2.55239529644643e+000dB,-1.77750662226889e+002°)	(-5.10509321217446e+000dB,-1.75486751524428e+002°)	(-1.01977545294059e+001dB,-1.70785041176076e+002°)
1.51356124843620e+001	(2.54934730825958e+000dB,1.77702660858230e+002°)	(5.09902839665014e+000dB,1.75390080749316e+002°)	(1.01851575354566e+001dB,1.70589740780745e+002°)	(2.01512618581440e+001dB,1.59259701761617e+002°)	(-2.54938322373383e+000dB,-1.77703014906577e+002°)	(-5.09908591981125e+000dB,-1.75390924369367e+002°)	(-1.01852116723855e+001dB,-1.70590191006653e+002°)
1.54881661891248e+001	(2.54620975141738e+000dB,1.77654205983711e+002°)	(5.09276882879821e+000dB,1.75292613722425e+002°)	(1.01720920977831e+001dB,1.70391635436855e+002°)	(2.01169607812097e+001dB,1.58848111360287e+002°)	(-2.54624567806168e+000dB,-1.77654568258289e+002°)	(-5.09282721835001e+000dB,-1.75293475685963e+002°)	(-1.01721464482635e+001dB,-1.70392095702967e+002°)
1.58489319246111e+001	(2.54294223557538e+000dB,1.77604951944407e+002°)	(5.08624872467849e+000dB,1.75193524606902e+002°)	(1.01584856025300e+001dB,1.70190288090650e+002°)	(2.00813624086712e+001dB,1.58431249709580e+002°)	(-2.54297817383574e+000dB,-1.77605322635517e+002°)	(-5.08630801715489e+000dB,-1.75194405255290e+002°)	(-1.01585401747267e+001dB,-1.70190758603033e+002°)
1.62181009735892e+001	(2.53954017974377e+000dB,1.77554900107103e+002°)	(5.07945878954705e+000dB,1.75092815202043e+002°)	(1.01443189667841e+001dB,1.69985706351113e+002°)	(2.00444303587268e+001dB,1.58009221865286e+002°)	(-2.53957613008046e+000dB,-1.77555279409401e+002°)	(-5.07951902283315e+000dB,-1.75093714879287e+002°)	(-1.01443737690913e+001dB,-1.69986187319092e+002°)
1.65958690743755e+001	(2.53599891145523e+000dB,1.77504052917013e+002°)	(5.07238953286807e+000dB,1.74990489453224e+002°)	(1.01295727229379e+001dB,1.69777902356551e+002°)	(2.00061282095795e+001dB,1.57582144137001e+002°)	(-2.53603487434293e+000dB,-1.77504441029609e+002°)	(-5.07245074623394e+000dB,-1.74991408505745e+002°)	(-1.01296277639784e+001dB,-1.69778393992717e+002°)
1.69824365246174e+001	(2.53231367132496e+000dB,1.77452413959546e+002°)	(5.06503127660392e+000dB,1.74886553579254e+002°)	(1.01142270370339e+001dB,1.69566893033856e+002°)	(1.99664195823352e+001dB,1.57150144383129e+002°)	(-2.53234964725291e+000dB,-1.77452811086107e+002°)	(-5.06509351073770e+000dB,-1.74887492355637e+002°)	(-1.01142823256582e+001dB,-1.69567395554080e+002°)
1.73780082874937e+001	(2.52847961830583e+000dB,1.77399988022747e+002°)	(5.05737416487876e+000dB,1.74781016201608e+002°)	(1.00982617299363e+001dB,1.69352700360966e+002°)	(1.99252682289160e+001dB,1.56713362280379e+002°)	(-2.52851560777791e+000dB,-1.77400394371593e+002°)	(-5.05743746191910e+000dB,-1.74781975052340e+002°)	(-1.00983172752198e+001dB,-1.69353213984403e+002°)
1.77827941003892e+001	(2.52449183567707e+000dB,1.77346781160090e+002°)	(5.04940817509792e+000dB,1.74673888475045e+002°)	(1.00816563014881e+001dB,1.69135351631426e+002°)	(1.98826381248547e+001dB,1.56271949564484e+002°)	(-2.52452783921184e+000dB,-1.77347196944303e+002°)	(-5.04947257866555e+000dB,-1.74674867752229e+002°)	(-1.00817121127289e+001dB,-1.69135876580529e+002°)
1.81970085860998e+001	(2.52034533780376e+000dB,1.77292800753350e+002°)	(5.04112313060330e+000dB,1.74565184219008e+002°)	(1.00643899578085e+001dB,1.68914879719839e+002°)	(1.98384935667922e+001dB,1.55826070238826e+002°)	(-2.52038135593451e+000dB,-1.77293226190882e+002°)	(-5.04118868583148e+000dB,-1.74566184276063e+002°)	(-1.00644460445233e+001dB,-1.68915416220370e+002°)
1.86208713666286e+001	(2.51603507770217e+000dB,1.77238055575169e+002°)	(5.03250871494286e+000dB,1.74454920049170e+002°)	(1.00464416418760e+001dB,1.68691323346848e+002°)	(1.97927992744452e+001dB,1.55375900747647e+002°)	(-2.51607111097692e+000dB,-1.77238490888946e+002°)	(-5.03257546850664e+000dB,-1.74455941240507e+002°)	(-1.00464980137951e+001dB,-1.68691871627885e+002°)
1.90546071796324e+001	(2.51155595544412e+000dB,1.77182555850938e+002°)	(5.02355448782811e+000dB,1.74343115508378e+002°)	(1.00277900675356e+001dB,1.68464727342125e+002°)	(1.97455204967637e+001dB,1.54921630110575e+002°)	(-2.51159200442556e+000dB,-1.77183001268978e+002°)	(-5.02362248797216e+000dB,-1.74344158189058e+002°)	(-1.00278467345978e+001dB,-1.68465287636078e+002°)
1.94984459975804e+001	(2.50690282742981e+000dB,1.77126313319576e+002°)	(5.01424990284903e+000dB,1.74229793196189e+002°)	(1.00084137570594e+001dB,1.68235142903733e+002°)	(1.96966231219402e+001dB,1.54463460015221e+002°)	(-2.50693889269520e+000dB,-1.77126769075100e+002°)	(-5.01431919941382e+000dB,-1.74230857721564e+002°)	(-1.00084707294047e+001dB,-1.68235715446355e+002°)
1.99526231496887e+001	(2.50207051655518e+000dB,1.77069341292723e+002°)	(5.00458432700887e+000dB,1.74114978896118e+002°)	(9.98829108237094e+000dB,1.68002627852037e+002°)	(1.96460737908789e+001dB,1.54001604864748e+002°)	(-2.50210659869619e+000dB,-1.77069807624273e+002°)	(-5.00465497145505e+000dB,-1.74116065621448e+002°)	(-9.98834837033333e+000dB,-1.68003212882445e+002°)
2.04173794466952e+001	(2.49705382329497e+000dB,1.77011654711845e+002°)	(4.99454706213423e+000dB,1.73998701699617e+002°)	(9.96740031003305e+000dB,1.67767246876233e+002°)	(1.95938400136812e+001dB,1.53536291777427e+002°)	(-2.49708992291754e+000dB,-1.77012131863405e+002°)	(-4.99461910756488e+000dB,-1.73999810979666e+002°)	(-9.96745792413109e+000dB,-1.67767844636920e+002°)
2.08929613085403e+001	(2.49184753771738e+000dB,1.76953270202726e+002°)	(4.98412736820547e+000dB,1.73880994125739e+002°)	(9.94571965007374e+000dB,1.67529071771361e+002°)	(1.95398902886448e+001dB,1.53067760535417e+002°)	(-2.49188365544142e+000dB,-1.76953758423841e+002°)	(-4.98420086938611e+000dB,-1.73882126314355e+002°)	(-9.94577760100084e+000dB,-1.67529682508223e+002°)
