%	Date:	2016-12-19	Time:	16:47:50
%	Sampling frequency		[Hz]:	50000
%	Generator amplitude		[V]:	0.10000
%	Settle time		[s]:	0.025000
%	Settle cycles:			5
%	Integration time		[s]:	0.025000
%	Integration cycles:			5
% Freq.	Amplitude	Phase	THD	HD 2	HD 3	HD 4	HD 5
% [Hz]	[dB]	[deg]	[%]	[dB ref fund]	[dB ref fund]	[dB ref fund]	[dB ref fund]
1.0007E+2	6.7288E+0	6.7039E+0	6.7810E-2	-6.4205E+1	-7.4791E+1	-7.9462E+1	-7.4495E+1
1.0806E+2	6.7299E+0	6.0666E+0	4.5695E-2	-6.7234E+1	-7.9928E+1	-8.0436E+1	-9.2882E+1
1.1668E+2	6.7256E+0	5.3950E+0	3.5527E-2	-7.6955E+1	-7.0455E+1	-8.5061E+1	-7.8899E+1
1.2599E+2	6.7161E+0	4.8276E+0	4.2256E-2	-6.8455E+1	-8.3222E+1	-7.5345E+1	-8.7317E+1
1.3605E+2	6.7120E+0	4.2621E+0	4.0528E-2	-6.8502E+1	-7.8030E+1	-9.4707E+1	-8.1562E+1
1.4690E+2	6.6939E+0	3.7474E+0	5.0869E-2	-6.6840E+1	-7.9551E+1	-7.6732E+1	-7.7108E+1
1.5863E+2	6.6872E+0	3.2607E+0	4.3593E-2	-6.9188E+1	-7.3547E+1	-7.8285E+1	-7.9811E+1
1.7128E+2	6.6730E+0	2.8513E+0	5.9670E-2	-6.4822E+1	-7.6809E+1	-8.2971E+1	-9.1578E+1
1.8495E+2	6.6514E+0	2.4087E+0	2.7793E-2	-7.2919E+1	-8.3966E+1	-7.7882E+1	-8.2306E+1
1.9971E+2	6.6330E+0	2.1030E+0	4.0549E-2	-6.9494E+1	-7.4013E+1	-8.4157E+1	-8.0695E+1
2.1565E+2	6.6116E+0	1.7173E+0	2.9352E-2	-7.6410E+1	-7.5741E+1	-7.4987E+1	-8.3082E+1
2.3286E+2	6.5913E+0	1.4305E+0	3.1904E-2	-7.0679E+1	-8.6044E+1	-7.9669E+1	-8.5271E+1
2.5144E+2	6.5691E+0	1.1818E+0	2.4911E-2	-8.1312E+1	-7.4105E+1	-7.8196E+1	-9.1852E+1
2.7151E+2	6.5459E+0	9.6420E-1	2.4146E-2	-7.3052E+1	-8.3965E+1	-8.5288E+1	-8.7431E+1
2.9317E+2	6.5240E+0	7.5198E-1	2.3293E-2	-7.9443E+1	-7.6305E+1	-7.8165E+1	-8.3750E+1
3.1657E+2	6.4980E+0	5.8118E-1	4.3350E-2	-6.7434E+1	-8.4351E+1	-8.8257E+1	-8.6568E+1
3.4183E+2	6.4789E+0	4.1670E-1	1.7469E-2	-7.8449E+1	-8.3485E+1	-8.4497E+1	-8.0866E+1
3.6911E+2	6.4582E+0	3.3965E-1	4.4607E-2	-6.7925E+1	-7.5970E+1	-7.9753E+1	-8.7315E+1
3.9857E+2	6.4410E+0	2.1276E-1	2.4675E-2	-7.3687E+1	-9.5324E+1	-7.8040E+1	-8.6772E+1
4.3037E+2	6.4226E+0	1.3483E-1	2.2736E-2	-7.3573E+1	-8.6775E+1	-9.6169E+1	-8.2656E+1
4.6472E+2	6.4071E+0	6.6482E-2	3.3343E-2	-7.0466E+1	-8.4212E+1	-7.8331E+1	-8.5423E+1
5.0180E+2	6.3893E+0	4.1634E-2	3.2352E-2	-7.0421E+1	-7.9865E+1	-8.8557E+1	-8.6584E+1
5.4184E+2	6.3748E+0	-1.5065E-2	3.1953E-2	-7.0759E+1	-7.8541E+1	-8.4668E+1	-9.1383E+1
5.8508E+2	6.3610E+0	-3.1675E-2	2.5373E-2	-7.4022E+1	-7.6397E+1	-1.0781E+2	-8.7388E+1
6.3177E+2	6.3517E+0	-5.6979E-2	2.2394E-2	-7.4408E+1	-7.9722E+1	-8.5870E+1	-9.1845E+1
6.8219E+2	6.3391E+0	-5.8496E-2	2.1211E-2	-7.4129E+1	-8.2609E+1	-1.0376E+2	-9.0878E+1
7.3663E+2	6.3314E+0	-5.5844E-2	1.9765E-2	-7.4698E+1	-8.3673E+1	-9.5912E+1	-9.2093E+1
7.9541E+2	6.3236E+0	-6.5816E-2	2.5027E-2	-7.4069E+1	-7.6997E+1	-8.6664E+1	-8.8757E+1
8.5889E+2	6.3180E+0	-4.5976E-2	2.5730E-2	-7.3240E+1	-7.9416E+1	-8.7315E+1	-8.2611E+1
9.2743E+2	6.3103E+0	-3.8700E-2	3.0420E-2	-7.2255E+1	-7.7826E+1	-8.1740E+1	-8.0070E+1
1.0014E+3	6.3063E+0	-2.7333E-2	2.6829E-2	-7.4042E+1	-7.4956E+1	-1.0238E+2	-9.2597E+1
1.0814E+3	6.3036E+0	-7.9015E-3	2.6922E-2	-7.3227E+1	-7.6668E+1	-8.7572E+1	-8.7900E+1
1.1676E+3	6.3009E+0	1.4040E-2	2.9821E-2	-7.2012E+1	-7.7319E+1	-9.0285E+1	-8.1851E+1
1.2608E+3	6.2961E+0	2.9526E-2	3.0539E-2	-7.3141E+1	-7.3561E+1	-9.4789E+1	-9.4419E+1
1.3614E+3	6.2976E+0	5.4291E-2	2.8238E-2	-7.3096E+1	-7.5991E+1	-8.3729E+1	-8.8829E+1
1.4701E+3	6.2982E+0	8.0399E-2	3.4872E-2	-7.1575E+1	-7.3726E+1	-8.0687E+1	-8.9626E+1
1.5874E+3	6.2993E+0	9.2787E-2	3.3662E-2	-7.2796E+1	-7.2883E+1	-9.0450E+1	-8.0759E+1
1.7141E+3	6.3025E+0	1.1255E-1	3.7267E-2	-7.3045E+1	-7.0865E+1	-8.4052E+1	-8.4687E+1
1.8509E+3	6.3058E+0	1.3367E-1	3.6496E-2	-7.1905E+1	-7.2100E+1	-8.4684E+1	-8.4381E+1
1.9986E+3	6.3092E+0	1.4624E-1	3.5884E-2	-7.1570E+1	-7.2530E+1	-8.5370E+1	-9.4527E+1
2.1581E+3	6.3118E+0	1.6272E-1	3.3705E-2	-7.2547E+1	-7.2990E+1	-8.4048E+1	-8.4206E+1
2.3303E+3	6.3185E+0	1.7620E-1	3.8479E-2	-7.1209E+1	-7.1441E+1	-9.4399E+1	-9.6144E+1
2.5162E+3	6.3244E+0	1.7993E-1	3.5740E-2	-7.5472E+1	-7.0081E+1	-9.0065E+1	-9.6177E+1
2.7170E+3	6.3306E+0	1.8712E-1	3.9718E-2	-7.2827E+1	-6.9895E+1	-8.5393E+1	-9.5786E+1
2.9338E+3	6.3368E+0	1.7574E-1	3.8800E-2	-7.4590E+1	-6.9535E+1	-8.5915E+1	-8.7139E+1
3.1680E+3	6.3460E+0	1.6885E-1	4.3075E-2	-7.2241E+1	-6.9056E+1	-1.0534E+2	-8.8137E+1
3.4208E+3	6.3554E+0	1.4735E-1	4.2878E-2	-7.4265E+1	-6.8460E+1	-8.7462E+1	-8.6893E+1
3.6938E+3	6.3641E+0	1.2225E-1	4.6849E-2	-7.3073E+1	-6.7795E+1	-8.6813E+1	-8.7019E+1
3.9885E+3	6.3737E+0	8.9619E-2	4.6422E-2	-7.5231E+1	-6.7403E+1	-8.7211E+1	-8.7545E+1
4.3068E+3	6.3840E+0	4.4017E-2	4.3729E-2	-7.7130E+1	-6.7775E+1	-8.3606E+1	-9.2192E+1
4.6505E+3	6.3946E+0	-1.1168E-2	4.7635E-2	-7.4292E+1	-6.7308E+1	-8.5718E+1	-8.9374E+1
5.0216E+3	6.4057E+0	-7.7800E-2	5.1362E-2	-7.7232E+1	-6.6149E+1	-8.6633E+1	NaN
5.4223E+3	6.4156E+0	-1.5799E-1	5.0820E-2	-7.3102E+1	-6.6859E+1	-8.4971E+1	NaN
5.8550E+3	6.4260E+0	-2.4775E-1	5.1548E-2	-7.7689E+1	-6.6074E+1	-8.7593E+1	NaN
6.3223E+3	6.4357E+0	-3.4420E-1	5.0239E-2	-7.6669E+1	-6.6366E+1	NaN	NaN
6.8268E+3	6.4456E+0	-4.5792E-1	5.6129E-2	-7.3857E+1	-6.5624E+1	NaN	NaN
7.3716E+3	6.4545E+0	-5.8450E-1	5.4771E-2	-7.8081E+1	-6.5460E+1	NaN	NaN
7.9599E+3	6.4637E+0	-7.2154E-1	4.9098E-2	-7.7323E+1	-6.6526E+1	NaN	NaN
8.5951E+3	6.4713E+0	-8.6940E-1	2.0404E-2	-7.3806E+1	NaN	NaN	NaN
9.2810E+3	6.4798E+0	-1.0257E+0	2.0391E-2	-7.3811E+1	NaN	NaN	NaN
1.0022E+4	6.4875E+0	-1.2013E+0	1.6591E-2	-7.5603E+1	NaN	NaN	NaN
1.0821E+4	6.4940E+0	-1.3842E+0	2.2607E-2	-7.2915E+1	NaN	NaN	NaN
1.1685E+4	6.4996E+0	-1.5838E+0	2.9538E-2	-7.0592E+1	NaN	NaN	NaN
1.2617E+4	6.5050E+0	-1.7894E+0	NaN	NaN	NaN	NaN	NaN
1.3624E+4	6.5097E+0	-2.0148E+0	NaN	NaN	NaN	NaN	NaN
1.4711E+4	6.5148E+0	-2.2537E+0	NaN	NaN	NaN	NaN	NaN
1.5885E+4	6.5192E+0	-2.5068E+0	NaN	NaN	NaN	NaN	NaN
1.7153E+4	6.5243E+0	-2.7770E+0	NaN	NaN	NaN	NaN	NaN
1.8522E+4	6.5277E+0	-3.0695E+0	NaN	NaN	NaN	NaN	NaN
2.0000E+4	6.5314E+0	-3.3782E+0	NaN	NaN	NaN	NaN	NaN
