%	Date:	2016-12-19	Time:	16:48:43
%	Sampling frequency		[Hz]:	50000
%	Generator amplitude		[V]:	0.10000
%	Settle time		[s]:	0.025000
%	Settle cycles:			5
%	Integration time		[s]:	0.025000
%	Integration cycles:			5
% Freq.	Amplitude	Phase	THD	HD 2	HD 3	HD 4	HD 5
% [Hz]	[dB]	[deg]	[%]	[dB ref fund]	[dB ref fund]	[dB ref fund]	[dB ref fund]
3.9828E+1	-1.0196E+1	1.7650E+1	1.0169E-1	-6.7648E+1	-1.0306E+2	-6.8210E+1	-6.1481E+1
4.3006E+1	-1.0141E+1	1.6394E+1	6.1809E-2	-6.5321E+1	-7.5163E+1	-7.7715E+1	-7.3877E+1
4.6438E+1	-1.0090E+1	1.5155E+1	3.5357E-2	-7.2537E+1	-7.4263E+1	-7.9528E+1	-7.6853E+1
5.0144E+1	-1.0036E+1	1.3908E+1	1.3470E-1	-6.3205E+1	-6.2287E+1	-6.1373E+1	-7.7714E+1
5.4145E+1	-9.9718E+0	1.2963E+1	1.1663E-1	-5.9072E+1	-7.4072E+1	-7.7991E+1	-7.1739E+1
5.8466E+1	-9.9543E+0	1.1802E+1	7.0992E-2	-6.4485E+1	-7.5727E+1	-7.7308E+1	-6.9889E+1
6.3132E+1	-9.9268E+0	1.0853E+1	8.7074E-2	-6.8271E+1	-6.4853E+1	-6.5674E+1	-7.9411E+1
6.8170E+1	-9.8985E+0	1.0018E+1	1.1356E-1	-6.3310E+1	-6.1786E+1	-7.7267E+1	-6.8497E+1
7.3610E+1	-9.8814E+0	9.1062E+0	7.8081E-2	-6.5822E+1	-6.8963E+1	-6.8481E+1	-7.1017E+1
7.9484E+1	-9.8684E+0	8.3068E+0	7.4092E-2	-6.3851E+1	-7.1863E+1	-7.6225E+1	-7.3184E+1
8.5827E+1	-9.8531E+0	7.5443E+0	7.0631E-2	-6.9795E+1	-7.5451E+1	-6.4416E+1	-8.4207E+1
9.2676E+1	-9.8454E+0	6.8350E+0	1.0287E-1	-6.0872E+1	-7.3286E+1	-6.7524E+1	-7.7844E+1
1.0007E+2	-9.8491E+0	6.1979E+0	9.7938E-2	-6.1324E+1	-7.9966E+1	-6.6892E+1	-8.1397E+1
1.0806E+2	-9.8549E+0	5.5011E+0	8.2213E-2	-6.5621E+1	-6.5652E+1	-7.3272E+1	-7.0831E+1
1.1668E+2	-9.8513E+0	4.9671E+0	1.0133E-1	-6.7450E+1	-6.2215E+1	-6.7869E+1	-7.0806E+1
1.2599E+2	-9.8553E+0	4.3543E+0	7.2014E-2	-6.4168E+1	-7.1917E+1	-8.2703E+1	-7.1807E+1
1.3605E+2	-9.8773E+0	3.8146E+0	7.4559E-2	-6.5038E+1	-7.4196E+1	-7.0681E+1	-6.9248E+1
1.4690E+2	-9.8793E+0	3.3792E+0	5.1138E-2	-7.4674E+1	-7.1618E+1	-6.9943E+1	-7.2426E+1
1.5863E+2	-9.9037E+0	2.8992E+0	3.6504E-2	-8.5170E+1	-7.8731E+1	-7.2416E+1	-7.2256E+1
1.7128E+2	-9.9163E+0	2.4619E+0	7.7268E-2	-6.3947E+1	-6.9188E+1	-7.5547E+1	-7.3412E+1
1.8495E+2	-9.9346E+0	2.0770E+0	5.0393E-2	-7.5495E+1	-7.1341E+1	-7.6612E+1	-6.8845E+1
1.9971E+2	-9.9489E+0	1.7625E+0	5.6475E-2	-7.1931E+1	-7.5226E+1	-7.0908E+1	-6.8426E+1
2.1565E+2	-9.9764E+0	1.4348E+0	6.1851E-2	-6.5833E+1	-7.5734E+1	-7.2195E+1	-7.4623E+1
2.3286E+2	-9.9906E+0	1.1748E+0	6.6585E-2	-6.7869E+1	-7.3009E+1	-7.8475E+1	-6.6659E+1
2.5144E+2	-1.0017E+1	9.5836E-1	7.6170E-2	-6.8777E+1	-6.6575E+1	-7.6330E+1	-6.6896E+1
2.7151E+2	-1.0040E+1	7.6280E-1	9.2949E-2	-6.7167E+1	-6.5380E+1	-6.9167E+1	-6.5832E+1
2.9317E+2	-1.0061E+1	5.5834E-1	5.8476E-2	-7.3080E+1	-7.1949E+1	-6.9254E+1	-6.9580E+1
3.1657E+2	-1.0085E+1	3.8068E-1	8.1469E-2	-6.7976E+1	-6.3230E+1	-7.8704E+1	-7.8071E+1
3.4183E+2	-1.0103E+1	2.9356E-1	4.8923E-2	-7.6317E+1	-6.7774E+1	-7.5750E+1	-7.6494E+1
3.6911E+2	-1.0132E+1	1.4906E-1	6.2868E-2	-6.8853E+1	-7.0647E+1	-7.2007E+1	-6.9361E+1
3.9857E+2	-1.0145E+1	8.8303E-2	6.1214E-2	-7.4279E+1	-6.5321E+1	-7.8880E+1	-7.5119E+1
4.3037E+2	-1.0166E+1	-6.3908E-3	6.2860E-2	-8.0181E+1	-7.0216E+1	-6.8185E+1	-6.8586E+1
4.6472E+2	-1.0186E+1	-9.5394E-2	7.4873E-2	-6.7113E+1	-7.0940E+1	-7.1610E+1	-6.6643E+1
5.0180E+2	-1.0197E+1	-8.3947E-2	5.8874E-2	-6.9298E+1	-7.2356E+1	-6.9340E+1	-7.2634E+1
5.4184E+2	-1.0215E+1	-1.1522E-1	5.5922E-2	-7.5267E+1	-7.3607E+1	-6.7193E+1	-7.3136E+1
5.8508E+2	-1.0225E+1	-1.2977E-1	5.0584E-2	-7.1230E+1	-7.6946E+1	-7.7396E+1	-6.8474E+1
6.3177E+2	-1.0237E+1	-1.0365E-1	7.6951E-2	-6.8201E+1	-6.9408E+1	-7.1477E+1	-6.5934E+1
6.8219E+2	-1.0247E+1	-1.5740E-1	7.3307E-2	-7.2704E+1	-7.7124E+1	-7.2744E+1	-6.3860E+1
7.3663E+2	-1.0252E+1	-1.3038E-1	7.8921E-2	-6.3546E+1	-8.3854E+1	-6.8130E+1	-7.6403E+1
7.9541E+2	-1.0266E+1	-1.2746E-1	6.4534E-2	-6.7780E+1	-7.1826E+1	-6.7443E+1	-8.4118E+1
8.5889E+2	-1.0269E+1	-8.8333E-2	5.3755E-2	-6.8148E+1	-8.1312E+1	-6.9646E+1	-7.7012E+1
9.2743E+2	-1.0274E+1	-8.6980E-2	6.5558E-2	-6.8900E+1	-6.8384E+1	-7.5854E+1	-6.8864E+1
1.0014E+3	-1.0277E+1	-8.2480E-2	1.9697E-2	-7.6058E+1	-8.1981E+1	-8.3183E+1	-8.5428E+1
1.0814E+3	-1.0280E+1	-5.5370E-2	6.5189E-2	-7.0798E+1	-6.7618E+1	-6.8019E+1	-7.9624E+1
1.1676E+3	-1.0286E+1	-7.2333E-3	9.9461E-2	-6.9483E+1	-6.4646E+1	-7.2149E+1	-6.3255E+1
1.2608E+3	-1.0287E+1	4.8657E-3	8.4284E-2	-6.7312E+1	-6.4242E+1	-6.9400E+1	-7.4770E+1
1.3614E+3	-1.0289E+1	4.8000E-2	9.7720E-2	-6.3917E+1	-6.5729E+1	-6.8335E+1	-6.8695E+1
1.4701E+3	-1.0287E+1	8.3456E-2	8.7512E-2	-6.9611E+1	-6.3109E+1	-7.0068E+1	-7.1593E+1
1.5874E+3	-1.0285E+1	9.2617E-2	3.7052E-2	-7.2980E+1	-7.3424E+1	-8.3787E+1	-7.4283E+1
1.7141E+3	-1.0286E+1	1.3060E-1	6.0869E-2	-8.4428E+1	-6.6348E+1	-6.9626E+1	-7.5843E+1
1.8509E+3	-1.0282E+1	1.6138E-1	5.4861E-2	-6.7295E+1	-7.5871E+1	-7.3173E+1	-7.3924E+1
1.9986E+3	-1.0280E+1	1.7735E-1	4.3478E-2	-7.1113E+1	-8.6591E+1	-7.1205E+1	-7.4725E+1
2.1581E+3	-1.0273E+1	1.7433E-1	1.1190E-1	-6.6496E+1	-6.0550E+1	-7.3556E+1	-6.9878E+1
2.3303E+3	-1.0270E+1	1.8388E-1	5.2995E-2	-7.8135E+1	-6.9673E+1	-6.8481E+1	-7.8016E+1
2.5162E+3	-1.0264E+1	1.9500E-1	7.7091E-2	-6.8662E+1	-6.7257E+1	-6.6900E+1	-7.1806E+1
2.7170E+3	-1.0256E+1	2.3231E-1	8.7817E-2	-8.3348E+1	-6.6910E+1	-7.1142E+1	-6.3134E+1
2.9338E+3	-1.0247E+1	2.2757E-1	7.6570E-2	-6.6681E+1	-7.2064E+1	-6.6633E+1	-7.0347E+1
3.1680E+3	-1.0243E+1	2.0869E-1	5.8622E-2	-6.7827E+1	-6.8559E+1	-7.5537E+1	-7.9419E+1
3.4208E+3	-1.0233E+1	1.9934E-1	5.9001E-2	-8.6261E+1	-6.6178E+1	-7.5432E+1	-7.1189E+1
3.6938E+3	-1.0222E+1	2.0866E-1	6.0115E-2	-6.9011E+1	-6.9819E+1	-6.9930E+1	-7.5240E+1
3.9885E+3	-1.0209E+1	1.5200E-1	7.3703E-2	-7.6054E+1	-6.8636E+1	-7.3115E+1	-6.4779E+1
4.3068E+3	-1.0203E+1	1.1825E-1	8.4116E-2	-6.3003E+1	-7.0050E+1	-7.1241E+1	-7.4848E+1
4.6505E+3	-1.0193E+1	5.9359E-2	5.0675E-2	-6.9667E+1	-7.0792E+1	-7.3923E+1	-7.6027E+1
5.0216E+3	-1.0183E+1	3.4063E-2	6.0257E-2	-6.7356E+1	-6.8721E+1	-7.3469E+1	NaN
5.4223E+3	-1.0171E+1	-4.5492E-2	7.2077E-2	-6.8207E+1	-7.0590E+1	-6.5511E+1	NaN
5.8550E+3	-1.0162E+1	-1.2369E-1	8.9619E-2	-6.9827E+1	-6.2080E+1	-7.0984E+1	NaN
6.3223E+3	-1.0150E+1	-2.2072E-1	2.3548E-2	-7.5833E+1	-7.5325E+1	NaN	NaN
6.8268E+3	-1.0141E+1	-3.1779E-1	8.5838E-2	-6.4732E+1	-6.3975E+1	NaN	NaN
7.3716E+3	-1.0132E+1	-4.2792E-1	8.2880E-2	-6.8109E+1	-6.2738E+1	NaN	NaN
7.9599E+3	-1.0119E+1	-5.4697E-1	4.4656E-2	-7.1821E+1	-6.8740E+1	NaN	NaN
8.5951E+3	-1.0113E+1	-6.7003E-1	5.5557E-2	-6.5105E+1	NaN	NaN	NaN
9.2810E+3	-1.0104E+1	-8.4331E-1	5.2874E-2	-6.5535E+1	NaN	NaN	NaN
1.0022E+4	-1.0099E+1	-9.8460E-1	5.3306E-2	-6.5464E+1	NaN	NaN	NaN
1.0821E+4	-1.0091E+1	-1.1548E+0	2.1046E-2	-7.3536E+1	NaN	NaN	NaN
1.1685E+4	-1.0084E+1	-1.3118E+0	3.8289E-2	-6.8339E+1	NaN	NaN	NaN
1.2617E+4	-1.0084E+1	-1.5037E+0	NaN	NaN	NaN	NaN	NaN
1.3624E+4	-1.0074E+1	-1.7038E+0	NaN	NaN	NaN	NaN	NaN
1.4711E+4	-1.0073E+1	-1.9236E+0	NaN	NaN	NaN	NaN	NaN
1.5885E+4	-1.0061E+1	-2.1501E+0	NaN	NaN	NaN	NaN	NaN
1.7153E+4	-1.0060E+1	-2.4166E+0	NaN	NaN	NaN	NaN	NaN
1.8522E+4	-1.0060E+1	-2.6380E+0	NaN	NaN	NaN	NaN	NaN
2.0000E+4	-1.0050E+1	-2.8915E+0	NaN	NaN	NaN	NaN	NaN
