%	Date:	2016-12-19	Time:	16:50:26
%	Sampling frequency		[Hz]:	50000
%	Generator amplitude		[V]:	0.10000
%	Settle time		[s]:	0.025000
%	Settle cycles:			5
%	Integration time		[s]:	0.025000
%	Integration cycles:			5
% Freq.	Amplitude	Phase	THD	HD 2	HD 3	HD 4	HD 5
% [Hz]	[dB]	[deg]	[%]	[dB ref fund]	[dB ref fund]	[dB ref fund]	[dB ref fund]
3.9828E+1	1.6941E+1	2.2567E+1	1.9863E-1	-6.0620E+1	-5.6539E+1	-6.9204E+1	-6.1312E+1
4.3006E+1	1.7006E+1	2.0953E+1	1.6571E-1	-6.0502E+1	-5.7969E+1	-7.3168E+1	-6.6767E+1
4.6438E+1	1.7065E+1	1.9418E+1	1.5292E-1	-5.9085E+1	-6.0925E+1	-7.1080E+1	-6.6621E+1
5.0144E+1	1.7129E+1	1.7968E+1	1.3115E-1	-6.4086E+1	-6.0269E+1	-7.3149E+1	-6.4669E+1
5.4145E+1	1.7174E+1	1.6764E+1	1.2578E-1	-5.9189E+1	-6.7729E+1	-6.8619E+1	-7.1519E+1
5.8466E+1	1.7215E+1	1.5378E+1	1.1105E-1	-6.0395E+1	-6.8648E+1	-7.0435E+1	-7.0311E+1
6.3132E+1	1.7246E+1	1.4184E+1	9.9895E-2	-6.0914E+1	-6.8992E+1	-7.3429E+1	-7.7916E+1
6.8170E+1	1.7271E+1	1.3095E+1	8.7228E-2	-6.4233E+1	-6.6045E+1	-7.7359E+1	-6.9334E+1
7.3610E+1	1.7295E+1	1.2002E+1	4.8425E-2	-6.7397E+1	-7.7368E+1	-7.5273E+1	-8.3605E+1
7.9484E+1	1.7311E+1	1.0991E+1	4.5141E-2	-6.8476E+1	-7.4391E+1	-8.5444E+1	-7.6478E+1
8.5827E+1	1.7325E+1	1.0043E+1	8.2046E-2	-6.2846E+1	-7.2974E+1	-6.9957E+1	-8.6120E+1
9.2676E+1	1.7333E+1	9.1502E+0	9.5724E-2	-6.0537E+1	-8.0359E+1	-7.8562E+1	-8.0223E+1
1.0007E+2	1.7336E+1	8.2881E+0	4.6440E-2	-6.8359E+1	-7.7457E+1	-7.7681E+1	-7.4594E+1
1.0806E+2	1.7343E+1	7.4825E+0	8.5642E-2	-6.1553E+1	-7.5338E+1	-8.5004E+1	-8.7655E+1
1.1668E+2	1.7338E+1	6.7575E+0	7.4653E-2	-6.3402E+1	-7.0538E+1	-8.0107E+1	-8.6391E+1
1.2599E+2	1.7334E+1	6.0807E+0	5.0287E-2	-6.7494E+1	-7.4854E+1	-7.4691E+1	-8.0882E+1
1.3605E+2	1.7330E+1	5.4180E+0	8.4548E-2	-6.1612E+1	-7.6802E+1	-9.0137E+1	-8.5238E+1
1.4690E+2	1.7313E+1	4.8188E+0	9.4740E-2	-6.0681E+1	-7.7490E+1	-7.7935E+1	-8.0599E+1
1.5863E+2	1.7305E+1	4.2553E+0	6.4351E-2	-6.4060E+1	-8.2197E+1	-8.0754E+1	-8.1528E+1
1.7128E+2	1.7287E+1	3.7592E+0	5.6658E-2	-6.5433E+1	-7.6216E+1	-8.6968E+1	-8.0508E+1
1.8495E+2	1.7270E+1	3.3021E+0	8.8186E-2	-6.1179E+1	-9.3010E+1	-7.8397E+1	-9.3185E+1
1.9971E+2	1.7248E+1	2.8599E+0	8.5918E-2	-6.1405E+1	-8.0393E+1	-8.3234E+1	-9.1107E+1
2.1565E+2	1.7232E+1	2.4878E+0	7.6907E-2	-6.2446E+1	-7.7824E+1	-8.3037E+1	-9.1750E+1
2.3286E+2	1.7208E+1	2.1355E+0	7.0326E-2	-6.3154E+1	-8.0785E+1	-9.1921E+1	-8.7198E+1
2.5144E+2	1.7187E+1	1.8011E+0	9.6894E-2	-6.0312E+1	-8.2447E+1	-9.5177E+1	-8.6835E+1
2.7151E+2	1.7168E+1	1.5245E+0	7.5595E-2	-6.2517E+1	-8.2262E+1	-8.6487E+1	-8.4956E+1
2.9317E+2	1.7146E+1	1.2852E+0	7.6622E-2	-6.2360E+1	-8.4957E+1	-8.5605E+1	-9.3993E+1
3.1657E+2	1.7123E+1	1.0696E+0	8.4814E-2	-6.1549E+1	-7.7638E+1	-8.9954E+1	-8.9861E+1
3.4183E+2	1.7104E+1	9.0240E-1	8.8385E-2	-6.1116E+1	-8.3610E+1	-8.5308E+1	-9.3363E+1
3.6911E+2	1.7080E+1	7.3772E-1	1.0053E-1	-5.9968E+1	-8.7639E+1	-9.0710E+1	-9.1786E+1
3.9857E+2	1.7062E+1	6.1166E-1	7.9389E-2	-6.2073E+1	-8.0153E+1	-1.0066E+2	-9.9878E+1
4.3037E+2	1.7046E+1	4.8637E-1	9.2648E-2	-6.0722E+1	-8.6924E+1	-8.1026E+1	-8.8199E+1
4.6472E+2	1.7029E+1	3.9811E-1	9.4526E-2	-6.0531E+1	-8.2536E+1	-8.6580E+1	-9.0365E+1
5.0180E+2	1.7011E+1	3.1768E-1	8.9881E-2	-6.0957E+1	-8.2952E+1	-9.5176E+1	-9.5235E+1
5.4184E+2	1.6999E+1	2.5701E-1	9.2254E-2	-6.0736E+1	-8.2505E+1	-9.3514E+1	-9.0715E+1
5.8508E+2	1.6985E+1	2.0706E-1	8.5210E-2	-6.1429E+1	-8.5119E+1	-1.0079E+2	-8.4833E+1
6.3177E+2	1.6976E+1	1.6395E-1	9.1099E-2	-6.0829E+1	-8.6891E+1	-9.0204E+1	-9.1727E+1
6.8219E+2	1.6964E+1	1.2823E-1	9.4073E-2	-6.0552E+1	-8.4792E+1	-9.2963E+1	-9.2287E+1
7.3663E+2	1.6957E+1	1.0933E-1	9.5130E-2	-6.0480E+1	-8.0550E+1	-9.6451E+1	-9.2930E+1
7.9541E+2	1.6948E+1	8.9185E-2	9.2672E-2	-6.0717E+1	-8.0388E+1	-9.0906E+1	-8.9974E+1
8.5889E+2	1.6943E+1	7.7485E-2	9.3012E-2	-6.0686E+1	-7.9837E+1	-9.2735E+1	-9.5889E+1
9.2743E+2	1.6937E+1	7.3758E-2	9.6517E-2	-6.0397E+1	-7.7494E+1	-9.1281E+1	-9.4717E+1
1.0014E+3	1.6932E+1	7.1161E-2	9.1174E-2	-6.0896E+1	-7.8238E+1	-8.7647E+1	-9.0422E+1
1.0814E+3	1.6929E+1	6.3248E-2	9.4596E-2	-6.0564E+1	-7.7947E+1	-9.3863E+1	-9.6892E+1
1.1676E+3	1.6926E+1	6.6920E-2	9.4316E-2	-6.0643E+1	-7.5855E+1	-8.9939E+1	-9.7024E+1
1.2608E+3	1.6926E+1	6.8531E-2	9.4037E-2	-6.0666E+1	-7.6003E+1	-9.0661E+1	-9.2211E+1
1.3614E+3	1.6924E+1	7.1040E-2	9.5871E-2	-6.0554E+1	-7.4271E+1	-9.3128E+1	-8.9714E+1
1.4701E+3	1.6924E+1	7.5839E-2	9.3254E-2	-6.0828E+1	-7.3775E+1	-9.1296E+1	-9.2498E+1
1.5874E+3	1.6925E+1	7.5401E-2	9.6683E-2	-6.0502E+1	-7.3647E+1	-9.4158E+1	-9.4691E+1
1.7141E+3	1.6927E+1	7.8037E-2	9.6592E-2	-6.0516E+1	-7.3572E+1	-9.4988E+1	-9.1139E+1
1.8509E+3	1.6930E+1	7.7885E-2	9.4381E-2	-6.0733E+1	-7.3498E+1	-9.1438E+1	-9.1435E+1
1.9986E+3	1.6934E+1	7.4678E-2	9.5500E-2	-6.0734E+1	-7.1762E+1	-9.4620E+1	-9.2237E+1
2.1581E+3	1.6938E+1	6.7417E-2	9.2911E-2	-6.0973E+1	-7.2072E+1	-8.9353E+1	-9.1102E+1
2.3303E+3	1.6943E+1	5.9548E-2	9.6289E-2	-6.0698E+1	-7.1374E+1	-9.6597E+1	-8.5856E+1
2.5162E+3	1.6949E+1	4.4282E-2	9.7406E-2	-6.0608E+1	-7.1061E+1	-9.6030E+1	-9.0951E+1
2.7170E+3	1.6956E+1	2.4050E-2	9.7714E-2	-6.0617E+1	-7.0612E+1	-1.0598E+2	-9.4675E+1
2.9338E+3	1.6963E+1	-2.4625E-3	9.6520E-2	-6.0861E+1	-6.9713E+1	-9.2170E+1	-8.3944E+1
3.1680E+3	1.6971E+1	-3.5993E-2	9.5663E-2	-6.1022E+1	-6.9108E+1	-9.3440E+1	-8.7809E+1
3.4208E+3	1.6980E+1	-8.0077E-2	9.9542E-2	-6.0772E+1	-6.8225E+1	-8.9997E+1	-8.6523E+1
3.6938E+3	1.6990E+1	-1.3231E-1	9.5654E-2	-6.1087E+1	-6.8713E+1	-8.8417E+1	-9.2784E+1
3.9885E+3	1.6999E+1	-1.9624E-1	9.8707E-2	-6.0981E+1	-6.7614E+1	-8.5550E+1	-9.3016E+1
4.3068E+3	1.7010E+1	-2.6990E-1	9.6418E-2	-6.1390E+1	-6.6938E+1	-8.9825E+1	-9.8335E+1
4.6505E+3	1.7020E+1	-3.5748E-1	9.7338E-2	-6.1361E+1	-6.6734E+1	-8.7030E+1	-8.6033E+1
5.0216E+3	1.7031E+1	-4.5799E-1	9.5752E-2	-6.1458E+1	-6.7012E+1	-8.5238E+1	NaN
5.4223E+3	1.7041E+1	-5.7149E-1	9.8558E-2	-6.1357E+1	-6.6252E+1	-8.5734E+1	NaN
5.8550E+3	1.7052E+1	-7.0033E-1	9.6911E-2	-6.1605E+1	-6.6061E+1	-9.2938E+1	NaN
6.3223E+3	1.7061E+1	-8.4138E-1	9.4391E-2	-6.1795E+1	-6.6392E+1	NaN	NaN
6.8268E+3	1.7071E+1	-9.9940E-1	9.7527E-2	-6.1806E+1	-6.5356E+1	NaN	NaN
7.3716E+3	1.7080E+1	-1.1700E+0	9.8804E-2	-6.1638E+1	-6.5369E+1	NaN	NaN
7.9599E+3	1.7089E+1	-1.3565E+0	1.0041E-1	-6.1427E+1	-6.5400E+1	NaN	NaN
8.5951E+3	1.7097E+1	-1.5595E+0	8.6711E-2	-6.1238E+1	NaN	NaN	NaN
9.2810E+3	1.7104E+1	-1.7760E+0	8.2174E-2	-6.1705E+1	NaN	NaN	NaN
1.0022E+4	1.7111E+1	-2.0096E+0	8.3753E-2	-6.1540E+1	NaN	NaN	NaN
1.0821E+4	1.7118E+1	-2.2621E+0	8.4022E-2	-6.1512E+1	NaN	NaN	NaN
1.1685E+4	1.7123E+1	-2.5291E+0	8.5343E-2	-6.1377E+1	NaN	NaN	NaN
1.2617E+4	1.7128E+1	-2.8185E+0	NaN	NaN	NaN	NaN	NaN
1.3624E+4	1.7133E+1	-3.1259E+0	NaN	NaN	NaN	NaN	NaN
1.4711E+4	1.7137E+1	-3.4550E+0	NaN	NaN	NaN	NaN	NaN
1.5885E+4	1.7141E+1	-3.8071E+0	NaN	NaN	NaN	NaN	NaN
1.7153E+4	1.7145E+1	-4.1841E+0	NaN	NaN	NaN	NaN	NaN
1.8522E+4	1.7148E+1	-4.5889E+0	NaN	NaN	NaN	NaN	NaN
2.0000E+4	1.7151E+1	-5.0207E+0	NaN	NaN	NaN	NaN	NaN
