%	Date:	2016-12-19	Time:	16:25:14
%	Sampling frequency		[Hz]:	50000
%	Generator amplitude		[V]:	1.0000
%	Settle time		[s]:	0.025000
%	Settle cycles:			5
%	Integration time		[s]:	0.025000
%	Integration cycles:			5
% Freq.	Amplitude	Phase	THD	HD 2	HD 3	HD 4	HD 5
% [Hz]	[dB]	[deg]	[%]	[dB ref fund]	[dB ref fund]	[dB ref fund]	[dB ref fund]
5.8466E+1	-4.0015E+1	5.4894E+0	2.0980E-1	-5.5559E+1	-6.9330E+1	-5.8925E+1	-6.6503E+1
6.3132E+1	-4.0021E+1	4.9176E+0	1.4791E-1	-5.8245E+1	-6.5760E+1	-6.8426E+1	-6.5518E+1
6.8170E+1	-4.0016E+1	4.4547E+0	2.1933E-1	-5.7237E+1	-6.2949E+1	-5.7247E+1	-6.2763E+1
7.3610E+1	-4.0017E+1	3.9264E+0	1.9256E-1	-5.6130E+1	-6.3733E+1	-6.5631E+1	-6.2416E+1
7.9484E+1	-4.0013E+1	3.4727E+0	2.0415E-1	-5.5074E+1	-6.3526E+1	-7.0813E+1	-6.2742E+1
8.5827E+1	-4.0011E+1	3.1201E+0	2.4102E-1	-5.4071E+1	-7.1362E+1	-5.7884E+1	-6.7178E+1
9.2676E+1	-4.0014E+1	2.6653E+0	1.5117E-1	-5.8954E+1	-7.1471E+1	-6.2901E+1	-6.3677E+1
1.0007E+2	-4.0034E+1	2.3450E+0	2.3312E-1	-5.3347E+1	-8.1418E+1	-6.5725E+1	-6.2736E+1
1.0806E+2	-4.0037E+1	2.0416E+0	1.6253E-1	-5.9199E+1	-5.9984E+1	-7.2497E+1	-6.4215E+1
1.1668E+2	-4.0055E+1	1.6287E+0	2.3080E-1	-5.3149E+1	-6.7992E+1	-6.8473E+1	-6.7387E+1
1.2599E+2	-4.0062E+1	1.4358E+0	2.8819E-1	-5.1323E+1	-6.5747E+1	-6.8525E+1	-6.2800E+1
1.3605E+2	-4.0079E+1	1.0798E+0	2.8008E-1	-5.6024E+1	-5.5484E+1	-5.7090E+1	-6.2491E+1
1.4690E+2	-4.0097E+1	8.4764E-1	2.0468E-1	-5.4861E+1	-6.3217E+1	-6.7566E+1	-6.5653E+1
1.5863E+2	-4.0106E+1	5.2873E-1	3.1671E-1	-5.0929E+1	-6.6241E+1	-5.9799E+1	-6.1731E+1
1.7128E+2	-4.0131E+1	3.6374E-1	3.1921E-1	-5.1836E+1	-5.7585E+1	-5.9339E+1	-6.1378E+1
1.8495E+2	-4.0149E+1	2.6501E-1	2.2854E-1	-5.6166E+1	-6.1584E+1	-5.7725E+1	-6.3744E+1
1.9971E+2	-4.0173E+1	5.8798E-3	3.8799E-1	-5.0306E+1	-6.0124E+1	-5.3845E+1	-6.1955E+1
2.1565E+2	-4.0195E+1	-1.5013E-1	2.7794E-1	-5.2365E+1	-5.9377E+1	-6.1636E+1	-7.0730E+1
2.3286E+2	-4.0212E+1	-3.9089E-1	2.7277E-1	-5.3394E+1	-6.7083E+1	-5.8103E+1	-5.9509E+1
2.5144E+2	-4.0233E+1	-4.6834E-1	2.9698E-1	-5.1264E+1	-6.8194E+1	-5.9734E+1	-6.8845E+1
2.7151E+2	-4.0264E+1	-4.6949E-1	1.8748E-1	-5.6351E+1	-6.0167E+1	-7.2959E+1	-6.7320E+1
2.9317E+2	-4.0281E+1	-5.7857E-1	2.9804E-1	-5.0992E+1	-6.5051E+1	-6.9412E+1	-6.3022E+1
3.1657E+2	-4.0290E+1	-5.9987E-1	2.2966E-1	-5.3798E+1	-6.0978E+1	-6.8491E+1	-6.7866E+1
3.4183E+2	-4.0309E+1	-7.1965E-1	3.2635E-1	-5.3446E+1	-6.0760E+1	-5.9177E+1	-5.3894E+1
3.6911E+2	-4.0335E+1	-7.2891E-1	2.3670E-1	-5.4539E+1	-6.7444E+1	-5.8004E+1	-6.4915E+1
3.9857E+2	-4.0356E+1	-7.0441E-1	3.1421E-1	-5.4859E+1	-5.6610E+1	-5.4874E+1	-5.9323E+1
4.3037E+2	-4.0367E+1	-7.5219E-1	3.2839E-1	-5.0183E+1	-6.7773E+1	-6.6108E+1	-6.1058E+1
4.6472E+2	-4.0380E+1	-6.4115E-1	2.4082E-1	-5.5161E+1	-6.1120E+1	-5.9648E+1	-6.0480E+1
5.0180E+2	-4.0389E+1	-6.8895E-1	3.0201E-1	-5.2809E+1	-5.6349E+1	-5.8183E+1	-7.3332E+1
5.4184E+2	-4.0408E+1	-7.0442E-1	3.4928E-1	-4.9383E+1	-6.5639E+1	-6.4251E+1	-7.6187E+1
5.8508E+2	-4.0427E+1	-6.4385E-1	1.7040E-1	-5.9659E+1	-5.8731E+1	-6.4162E+1	-7.0038E+1
6.3177E+2	-4.0423E+1	-7.0130E-1	3.4845E-1	-5.0557E+1	-5.8033E+1	-5.9244E+1	-6.2340E+1
6.8219E+2	-4.0440E+1	-5.9285E-1	3.2160E-1	-5.0541E+1	-7.7589E+1	-5.8490E+1	-7.0941E+1
7.3663E+2	-4.0439E+1	-5.5610E-1	3.1302E-1	-5.1456E+1	-6.2795E+1	-6.2667E+1	-5.8013E+1
7.9541E+2	-4.0445E+1	-5.4579E-1	3.1126E-1	-5.2482E+1	-6.1112E+1	-5.5786E+1	-6.2012E+1
8.5889E+2	-4.0445E+1	-5.3355E-1	2.4936E-1	-5.4100E+1	-6.2915E+1	-5.8636E+1	-6.3488E+1
9.2743E+2	-4.0466E+1	-4.0925E-1	2.6553E-1	-5.7071E+1	-6.8299E+1	-5.8562E+1	-5.4501E+1
1.0014E+3	-4.0464E+1	-4.4804E-1	2.9492E-1	-5.2336E+1	-6.1966E+1	-5.9767E+1	-5.9329E+1
1.0814E+3	-4.0479E+1	-3.4031E-1	2.7892E-1	-5.3757E+1	-6.2228E+1	-6.3275E+1	-5.6021E+1
1.1676E+3	-4.0473E+1	-4.1689E-1	3.1208E-1	-5.2016E+1	-6.2184E+1	-5.6861E+1	-6.1032E+1
1.2608E+3	-4.0467E+1	-3.3661E-1	3.2464E-1	-5.0111E+1	-6.5759E+1	-6.5309E+1	-6.6340E+1
1.3614E+3	-4.0464E+1	-2.8806E-1	3.3920E-1	-5.0448E+1	-6.1664E+1	-5.8271E+1	-6.5033E+1
1.4701E+3	-4.0463E+1	-3.2553E-1	2.5242E-1	-5.2566E+1	-6.2126E+1	-6.7305E+1	-7.4637E+1
1.5874E+3	-4.0472E+1	-2.2120E-1	3.3216E-1	-5.3183E+1	-5.7162E+1	-5.6234E+1	-5.7154E+1
1.7141E+3	-4.0459E+1	-1.8258E-1	2.8453E-1	-5.2053E+1	-6.5475E+1	-6.2570E+1	-5.9888E+1
1.8509E+3	-4.0466E+1	-2.9837E-1	2.8811E-1	-5.2795E+1	-5.9391E+1	-6.0095E+1	-6.0373E+1
1.9986E+3	-4.0463E+1	-2.1134E-1	1.4087E-1	-7.0519E+1	-5.9093E+1	-6.4679E+1	-6.4907E+1
2.1581E+3	-4.0456E+1	-1.8781E-1	2.9011E-1	-5.2991E+1	-6.3266E+1	-5.7919E+1	-5.8834E+1
2.3303E+3	-4.0457E+1	-1.9702E-1	3.0467E-1	-5.6099E+1	-5.1883E+1	-6.5285E+1	-7.3102E+1
2.5162E+3	-4.0453E+1	-2.3557E-1	3.3812E-1	-4.9763E+1	-6.8677E+1	-7.3044E+1	-6.1630E+1
2.7170E+3	-4.0437E+1	-1.7781E-1	2.6111E-1	-5.1742E+1	-7.7146E+1	-7.2372E+1	-7.3414E+1
2.9338E+3	-4.0425E+1	-2.2574E-1	2.9757E-1	-5.2488E+1	-5.9823E+1	-5.6763E+1	-7.1687E+1
3.1680E+3	-4.0421E+1	-2.5496E-1	1.7563E-1	-5.7050E+1	-6.7029E+1	-6.0483E+1	-7.7191E+1
3.4208E+3	-4.0407E+1	-2.8630E-1	3.0890E-1	-5.0992E+1	-6.9448E+1	-5.9559E+1	-6.4385E+1
3.6938E+3	-4.0403E+1	-3.2526E-1	2.5006E-1	-5.2525E+1	-6.3124E+1	-7.1861E+1	-6.9618E+1
3.9885E+3	-4.0396E+1	-3.6092E-1	3.9253E-1	-4.8775E+1	-6.5674E+1	-6.5839E+1	-5.7911E+1
4.3068E+3	-4.0394E+1	-4.2760E-1	3.3034E-1	-5.1151E+1	-6.4907E+1	-5.5434E+1	-7.2465E+1
4.6505E+3	-4.0382E+1	-5.0869E-1	3.4166E-1	-5.2499E+1	-5.5910E+1	-5.5842E+1	-6.0557E+1
5.0216E+3	-4.0367E+1	-6.7138E-1	2.7669E-1	-5.2841E+1	-6.2439E+1	-5.7244E+1	NaN
5.4223E+3	-4.0355E+1	-7.0990E-1	1.2482E-1	-6.1992E+1	-6.3859E+1	-6.2885E+1	NaN
5.8550E+3	-4.0346E+1	-8.8150E-1	1.6252E-1	-5.8610E+1	-5.9916E+1	-6.6117E+1	NaN
6.3223E+3	-4.0343E+1	-9.7995E-1	2.2697E-1	-5.3613E+1	-6.0971E+1	NaN	NaN
6.8268E+3	-4.0331E+1	-1.1152E+0	5.8289E-2	-7.0492E+1	-6.6012E+1	NaN	NaN
7.3716E+3	-4.0339E+1	-1.3456E+0	1.9013E-1	-5.8908E+1	-5.6329E+1	NaN	NaN
7.9599E+3	-4.0322E+1	-1.5339E+0	3.7999E-1	-4.8945E+1	-5.7725E+1	NaN	NaN
8.5951E+3	-4.0319E+1	-1.7906E+0	1.4708E-1	-5.6649E+1	NaN	NaN	NaN
9.2810E+3	-4.0316E+1	-1.9022E+0	1.8142E-1	-5.4826E+1	NaN	NaN	NaN
1.0022E+4	-4.0303E+1	-2.1634E+0	2.6923E-1	-5.1398E+1	NaN	NaN	NaN
1.0821E+4	-4.0290E+1	-2.4125E+0	2.3258E-1	-5.2668E+1	NaN	NaN	NaN
1.1685E+4	-4.0289E+1	-2.6210E+0	2.6011E-1	-5.1697E+1	NaN	NaN	NaN
1.2617E+4	-4.0293E+1	-2.9127E+0	NaN	NaN	NaN	NaN	NaN
1.3624E+4	-4.0302E+1	-3.3223E+0	NaN	NaN	NaN	NaN	NaN
1.4711E+4	-4.0295E+1	-3.5398E+0	NaN	NaN	NaN	NaN	NaN
1.5885E+4	-4.0296E+1	-3.9314E+0	NaN	NaN	NaN	NaN	NaN
1.7153E+4	-4.0300E+1	-4.3473E+0	NaN	NaN	NaN	NaN	NaN
1.8522E+4	-4.0307E+1	-4.7454E+0	NaN	NaN	NaN	NaN	NaN
2.0000E+4	-4.0303E+1	-5.1244E+0	NaN	NaN	NaN	NaN	NaN
