%	Date:	2016-12-19	Time:	16:31:46
%	Sampling frequency		[Hz]:	50000
%	Generator amplitude		[V]:	1.0000
%	Settle time		[s]:	0.025000
%	Settle cycles:			5
%	Integration time		[s]:	0.025000
%	Integration cycles:			5
% Freq.	Amplitude	Phase	THD	HD 2	HD 3	HD 4	HD 5
% [Hz]	[dB]	[deg]	[%]	[dB ref fund]	[dB ref fund]	[dB ref fund]	[dB ref fund]
1.3605E+2	7.4563E+0	1.5292E+0	2.1575E-1	-5.3369E+1	-7.7014E+1	-7.5463E+1	-8.5697E+1
1.4690E+2	7.4397E+0	1.2353E+0	2.1116E-1	-5.3542E+1	-7.7268E+1	-7.8704E+1	-8.5456E+1
1.5863E+2	7.4219E+0	9.6559E-1	2.1282E-1	-5.3483E+1	-7.6243E+1	-7.7740E+1	-8.4368E+1
1.7128E+2	7.4044E+0	7.1793E-1	2.2272E-1	-5.3078E+1	-7.6997E+1	-7.7991E+1	-8.7891E+1
1.8495E+2	7.3828E+0	4.9622E-1	2.1470E-1	-5.3404E+1	-7.5638E+1	-7.8449E+1	-9.1149E+1
1.9971E+2	7.3632E+0	2.9822E-1	2.2577E-1	-5.2962E+1	-7.5778E+1	-7.8428E+1	-9.5003E+1
2.1565E+2	7.3420E+0	1.2690E-1	2.2352E-1	-5.3061E+1	-7.4052E+1	-7.8852E+1	-8.8039E+1
2.3286E+2	7.3231E+0	-2.3618E-2	2.2571E-1	-5.2974E+1	-7.4198E+1	-7.8676E+1	-9.0711E+1
2.5144E+2	7.2983E+0	-1.5330E-1	2.3040E-1	-5.2786E+1	-7.5097E+1	-7.9330E+1	-8.9206E+1
2.7151E+2	7.2785E+0	-2.5750E-1	2.3255E-1	-5.2710E+1	-7.4285E+1	-7.9209E+1	-8.8630E+1
2.9317E+2	7.2576E+0	-3.4200E-1	2.3630E-1	-5.2571E+1	-7.4112E+1	-7.9461E+1	-8.9025E+1
3.1657E+2	7.2390E+0	-4.0948E-1	2.3875E-1	-5.2474E+1	-7.4907E+1	-7.9841E+1	-9.1637E+1
3.4183E+2	7.2186E+0	-4.5573E-1	2.3874E-1	-5.2482E+1	-7.4145E+1	-7.8794E+1	-9.1335E+1
3.6911E+2	7.1983E+0	-4.8901E-1	2.4139E-1	-5.2383E+1	-7.4209E+1	-7.9869E+1	-9.0388E+1
3.9857E+2	7.1828E+0	-5.0671E-1	2.4095E-1	-5.2399E+1	-7.4054E+1	-7.9913E+1	-9.0980E+1
4.3037E+2	7.1670E+0	-5.1295E-1	2.4808E-1	-5.2143E+1	-7.4115E+1	-7.9998E+1	-8.9575E+1
4.6472E+2	7.1527E+0	-5.0823E-1	2.4892E-1	-5.2111E+1	-7.4361E+1	-8.0504E+1	-9.2050E+1
5.0180E+2	7.1383E+0	-4.9418E-1	2.4768E-1	-5.2156E+1	-7.4137E+1	-8.0812E+1	-9.4160E+1
5.4184E+2	7.1269E+0	-4.7346E-1	2.5154E-1	-5.2025E+1	-7.3823E+1	-7.9425E+1	-8.9367E+1
5.8508E+2	7.1161E+0	-4.4681E-1	2.5342E-1	-5.1961E+1	-7.3320E+1	-8.0528E+1	-9.1725E+1
6.3177E+2	7.1072E+0	-4.1545E-1	2.5456E-1	-5.1921E+1	-7.3688E+1	-7.9437E+1	-9.2934E+1
6.8219E+2	7.0982E+0	-3.8002E-1	2.5622E-1	-5.1868E+1	-7.3048E+1	-8.0027E+1	-8.9420E+1
7.3663E+2	7.0921E+0	-3.4206E-1	2.5726E-1	-5.1829E+1	-7.3472E+1	-7.9882E+1	-9.1536E+1
7.9541E+2	7.0867E+0	-3.0186E-1	2.5915E-1	-5.1769E+1	-7.3161E+1	-7.8899E+1	-9.0522E+1
8.5889E+2	7.0815E+0	-2.5960E-1	2.6157E-1	-5.1687E+1	-7.3236E+1	-7.9025E+1	-9.3303E+1
9.2743E+2	7.0771E+0	-2.1680E-1	2.6212E-1	-5.1670E+1	-7.3015E+1	-7.9386E+1	-9.0223E+1
1.0014E+3	7.0739E+0	-1.7300E-1	2.6458E-1	-5.1588E+1	-7.2968E+1	-7.9488E+1	-9.0208E+1
1.0814E+3	7.0719E+0	-1.2857E-1	2.6632E-1	-5.1532E+1	-7.3001E+1	-7.8605E+1	-8.7993E+1
1.1676E+3	7.0705E+0	-8.4494E-2	2.6828E-1	-5.1466E+1	-7.2913E+1	-7.9601E+1	-9.2151E+1
1.2608E+3	7.0704E+0	-3.9986E-2	2.6977E-1	-5.1418E+1	-7.2914E+1	-7.9382E+1	-9.1140E+1
1.3614E+3	7.0705E+0	2.5934E-3	2.7171E-1	-5.1358E+1	-7.2587E+1	-7.9324E+1	-8.9549E+1
1.4701E+3	7.0712E+0	4.6283E-2	2.7329E-1	-5.1305E+1	-7.2915E+1	-7.9496E+1	-9.0132E+1
1.5874E+3	7.0730E+0	8.8578E-2	2.7502E-1	-5.1250E+1	-7.2795E+1	-7.9904E+1	-8.9080E+1
1.7141E+3	7.0753E+0	1.2951E-1	2.7856E-1	-5.1140E+1	-7.2585E+1	-7.9012E+1	-9.1997E+1
1.8509E+3	7.0785E+0	1.6831E-1	2.7902E-1	-5.1129E+1	-7.2056E+1	-7.9746E+1	-8.8564E+1
1.9986E+3	7.0826E+0	2.0614E-1	2.8138E-1	-5.1052E+1	-7.2634E+1	-7.8823E+1	-9.0356E+1
2.1581E+3	7.0873E+0	2.4032E-1	2.8365E-1	-5.0984E+1	-7.2123E+1	-7.9353E+1	-8.9173E+1
2.3303E+3	7.0927E+0	2.7162E-1	2.8473E-1	-5.0949E+1	-7.2519E+1	-7.8926E+1	-8.8507E+1
2.5162E+3	7.0992E+0	2.9966E-1	2.8718E-1	-5.0873E+1	-7.2429E+1	-7.9807E+1	-9.0156E+1
2.7170E+3	7.1062E+0	3.2364E-1	2.8899E-1	-5.0823E+1	-7.2006E+1	-7.8967E+1	-8.6171E+1
2.9338E+3	7.1138E+0	3.4238E-1	2.9109E-1	-5.0758E+1	-7.2268E+1	-7.8788E+1	-8.8387E+1
3.1680E+3	7.1224E+0	3.5525E-1	2.9389E-1	-5.0678E+1	-7.1792E+1	-7.8436E+1	-8.7610E+1
3.4208E+3	7.1312E+0	3.6198E-1	2.9536E-1	-5.0634E+1	-7.1779E+1	-7.8637E+1	-8.6233E+1
3.6938E+3	7.1405E+0	3.6067E-1	2.9918E-1	-5.0528E+1	-7.1139E+1	-7.8016E+1	-8.4318E+1
3.9885E+3	7.1509E+0	3.5191E-1	3.0113E-1	-5.0471E+1	-7.1069E+1	-7.8403E+1	-8.6047E+1
4.3068E+3	7.1612E+0	3.3437E-1	3.0356E-1	-5.0407E+1	-7.0580E+1	-7.7285E+1	-8.4734E+1
4.6505E+3	7.1718E+0	3.0908E-1	3.0601E-1	-5.0340E+1	-7.0252E+1	-7.7555E+1	-8.3113E+1
5.0216E+3	7.1824E+0	2.7387E-1	3.1033E-1	-5.0227E+1	-6.9540E+1	-7.5479E+1	NaN
5.4223E+3	7.1929E+0	2.2952E-1	3.1435E-1	-5.0118E+1	-6.9167E+1	-7.5479E+1	NaN
5.8550E+3	7.2029E+0	1.7585E-1	3.1697E-1	-5.0057E+1	-6.8525E+1	-7.4384E+1	NaN
6.3223E+3	7.2129E+0	1.1279E-1	3.2025E-1	-4.9964E+1	-6.7619E+1	NaN	NaN
6.8268E+3	7.2227E+0	4.0705E-2	3.2387E-1	-4.9887E+1	-6.6453E+1	NaN	NaN
7.3716E+3	7.2316E+0	-4.0227E-2	3.2636E-1	-4.9848E+1	-6.5318E+1	NaN	NaN
7.9599E+3	7.2396E+0	-1.3439E-1	3.3136E-1	-4.9847E+1	-6.2064E+1	NaN	NaN
8.5951E+3	7.2415E+0	-2.4772E-1	2.7625E-1	-5.1174E+1	NaN	NaN	NaN
9.2810E+3	7.2376E+0	-3.7338E-1	2.1681E-1	-5.3278E+1	NaN	NaN	NaN
1.0022E+4	7.2316E+0	-5.0497E-1	2.3565E-1	-5.2554E+1	NaN	NaN	NaN
1.0821E+4	7.2246E+0	-6.4242E-1	3.3273E-1	-4.9558E+1	NaN	NaN	NaN
1.1685E+4	7.2174E+0	-7.8571E-1	4.5503E-1	-4.6839E+1	NaN	NaN	NaN
1.2617E+4	7.2103E+0	-9.3385E-1	NaN	NaN	NaN	NaN	NaN
1.3624E+4	7.2038E+0	-1.0884E+0	NaN	NaN	NaN	NaN	NaN
1.4711E+4	7.1977E+0	-1.2501E+0	NaN	NaN	NaN	NaN	NaN
1.5885E+4	7.1924E+0	-1.4180E+0	NaN	NaN	NaN	NaN	NaN
1.7153E+4	7.1883E+0	-1.5955E+0	NaN	NaN	NaN	NaN	NaN
1.8522E+4	7.1847E+0	-1.7817E+0	NaN	NaN	NaN	NaN	NaN
2.0000E+4	7.1821E+0	-1.9795E+0	NaN	NaN	NaN	NaN	NaN
